Potential applied (V),Index,WE(1).Current (A),WE(1).Potential (V),Time (s),Current range,,ABS,ABS/AREA,LOG J,,log j,Potential
0.148468018,568,2.72003E-05,0.149017334,1774.12067,10 µA,,2.72003E-05,3.46325E-05,-4.46051591,,-4.46367,0.14918
0.149993896,569,2.87079E-05,0.150695801,1775.646549,10 µA,,2.87079E-05,3.6552E-05,-4.437088672,,-4.43746,0.15071
0.151519775,570,3.02948E-05,0.152160645,1777.172428,10 µA,,3.02948E-05,3.85725E-05,-4.413721794,,-4.41054,0.15224
0.153045654,571,3.24097E-05,0.153686523,1778.698307,10 µA,,3.24097E-05,4.12653E-05,-4.3844153,,-4.38475,0.15377
0.154571533,572,3.45886E-05,0.155059814,1780.224186,10 µA,,3.45886E-05,4.40396E-05,-4.356156608,,-4.35895,0.1553
0.156097412,573,3.62335E-05,0.156677246,1781.750065,10 µA,,3.62335E-05,4.6134E-05,-4.335979349,,-4.33525,0.15682
0.157623291,574,3.80859E-05,0.158355713,1783.275943,10 µA,,3.80859E-05,4.84925E-05,-4.314325231,,-4.31398,0.15835
0.15914917,575,3.99323E-05,0.159790039,1784.801822,10 µA,,3.99323E-05,5.08433E-05,-4.293766089,,-4.29379,0.15988
0.160675049,576,4.21051E-05,0.161224365,1786.327701,10 µA,,4.21051E-05,5.36099E-05,-4.270755152,,-4.27116,0.16141
0.162200928,577,4.43115E-05,0.162872314,1787.85358,10 µA,,4.43115E-05,5.64192E-05,-4.2485732,,-4.24659,0.16293
0.163726807,578,4.7406E-05,0.164215088,1789.379459,10 µA,,4.7406E-05,6.03592E-05,-4.219256516,,-4.22006,0.16446
0.165252686,579,5.04913E-05,0.16583252,1790.905338,10 µA,,5.04913E-05,6.42876E-05,-4.191873045,,-4.19217,0.16599
0.166778564,580,5.37231E-05,0.167419434,1792.431217,10 µA,,5.37231E-05,6.84024E-05,-4.164928456,,-4.16419,0.16751
0.168304443,581,5.71777E-05,0.169128418,1793.957096,10 µA,,5.71777E-05,7.2801E-05,-4.137862939,,-4.1393,0.16904
0.169830322,582,6.02386E-05,0.170776367,1795.482975,10 µA,,6.02386E-05,7.66982E-05,-4.115214669,,-4.1157,0.17057
0.171356201,583,6.30188E-05,0.171813965,1797.008854,100 µA,,6.30188E-05,8.0238E-05,-4.09561976,,-4.09334,0.17209
0.17288208,584,6.64978E-05,0.173370361,1798.534733,100 µA,,6.64978E-05,8.46676E-05,-4.072282586,,-4.0734,0.17362
0.174407959,585,6.95496E-05,0.174835205,1800.060612,100 µA,,6.95496E-05,8.85533E-05,-4.052795491,,-4.05495,0.17514
0.175933838,586,7.19299E-05,0.176208496,1801.586491,100 µA,,7.19299E-05,9.1584E-05,-4.038180234,,-4.03654,0.17667
0.177459717,587,7.50427E-05,0.177764893,1803.11237,100 µA,,7.50427E-05,9.55474E-05,-4.019781288,,-4.01839,0.1782
0.178985596,588,7.9071E-05,0.179351807,1804.638249,100 µA,,7.9071E-05,0.000100676,-3.997072403,,-3.99803,0.17972
0.180511475,589,8.29773E-05,0.180847168,1806.164128,100 µA,,8.29773E-05,0.00010565,-3.976130609,,-3.97536,0.18125
0.182037354,590,8.75244E-05,0.182525635,1807.690007,100 µA,,8.75244E-05,0.00011144,-3.952960669,,-3.95392,0.18277
0.183563232,591,9.18274E-05,0.184082031,1809.215886,100 µA,,9.18274E-05,0.000116918,-3.932117629,,-3.93356,0.1843
0.185089111,592,9.552E-05,0.185546875,1810.741765,100 µA,,9.552E-05,0.00012162,-3.914995479,,-3.9124,0.18582
0.18661499,593,0.000100647,0.186950684,1812.267644,100 µA,,0.000100647,0.000128148,-3.892289165,,-3.8923,0.18735
0.188140869,594,0.000106079,0.188690186,1813.793523,100 µA,,0.000106079,0.000135064,-3.869460049,,-3.87187,0.18887
0.189666748,595,0.000110168,0.190063477,1815.319402,100 µA,,0.000110168,0.000140271,-3.853032614,,-3.85125,0.1904
0.191192627,596,0.000115631,0.191711426,1816.845281,100 µA,,0.000115631,0.000147226,-3.832015211,,-3.83102,0.19192
0.192718506,597,0.00012085,0.193206787,1818.37116,100 µA,,0.00012085,0.000153871,-3.81284463,,-3.81319,0.19344
0.194244385,598,0.000126038,0.194580078,1819.897039,100 µA,,0.000126038,0.000160476,-3.794589765,,-3.79836,0.19497
0.195770264,599,0.000128021,0.196258545,1821.422918,100 µA,,0.000128021,0.000163002,-3.787807851,,-3.78582,0.19649
0.197296143,600,0.00013092,0.197753906,1822.948797,100 µA,,0.00013092,0.000166693,-3.778082524,,-3.77593,0.19802
0.198822021,601,0.000135742,0.199157715,1824.474676,100 µA,,0.000135742,0.000172832,-3.762375038,,-3.76676,0.19954
0.2003479,602,0.000138062,0.200683594,1826.000555,100 µA,,0.000138062,0.000175785,-3.75501722,,-3.75297,0.20106
0.201873779,603,0.000143524,0.202423096,1827.526434,100 µA,,0.000143524,0.000182741,-3.738164838,,-3.73421,0.20259
0.203399658,604,0.000152802,0.203948975,1829.052313,100 µA,,0.000152802,0.000194553,-3.710962225,,-3.71193,0.20411
0.204925537,605,0.000162689,0.205566406,1830.578192,100 µA,,0.000162689,0.000207142,-3.683731134,,-3.68625,0.20563
0.206451416,606,0.000170471,0.206970215,1832.104071,100 µA,,0.000170471,0.000217051,-3.663438885,,-3.6633,0.20716
0.207977295,607,0.000178253,0.208435059,1833.62995,100 µA,,0.000178253,0.000226959,-3.64405261,,-3.6435,0.20868
0.209503174,608,0.00018457,0.210144043,1835.155829,100 µA,,0.00018457,0.000235002,-3.628928034,,-3.62852,0.2102
0.211029053,609,0.000191711,0.211608887,1836.681708,100 µA,,0.000191711,0.000244095,-3.612441884,,-3.61619,0.21172
0.212554932,610,0.000193756,0.213165283,1838.207587,100 µA,,0.000193756,0.000246698,-3.607834489,,-3.60564,0.21324
0.214080811,611,0.000199829,0.214691162,1839.733466,100 µA,,0.000199829,0.00025443,-3.594431146,,-3.59318,0.21477
0.215606689,612,0.000207458,0.216186523,1841.259345,100 µA,,0.000207458,0.000264144,-3.578158656,,-3.57693,0.21629
0.217132568,613,0.000218597,0.217712402,1842.785224,100 µA,,0.000218597,0.000278327,-3.555444865,,-3.55681,0.21781
0.218658447,614,0.000230194,0.219116211,1844.311103,100 µA,,0.000230194,0.000293092,-3.532995709,,-3.53384,0.21933
0.220184326,615,0.000240356,0.220855713,1845.836982,100 µA,,0.000240356,0.000306031,-3.514234109,,-3.51134,0.22085
0.221710205,616,0.000256378,0.222320557,1847.362861,100 µA,,0.000256378,0.000326431,-3.486208832,,-3.49013,0.22237
0.223236084,617,0.000265289,0.223815918,1848.88874,100 µA,,0.000265289,0.000337777,-3.471370137,,-3.47,0.2239
0.224761963,618,0.000278381,0.225280762,1850.414619,100 µA,,0.000278381,0.000354446,-3.450449748,,-3.44873,0.22542
0.226287842,619,0.000290497,0.226959229,1851.940498,100 µA,,0.000290497,0.000369872,-3.43194849,,-3.43213,0.22694
0.227813721,620,0.00030484,0.228485107,1853.466377,100 µA,,0.00030484,0.000388134,-3.411017803,,-3.41557,0.22846
0.2293396,621,0.000308075,0.230041504,1854.992256,100 µA,,0.000308075,0.000392253,-3.406433493,,-3.40223,0.22998
0.230865479,622,0.000320404,0.231658936,1856.518135,100 µA,,0.000320404,0.000407951,-3.389391881,,-3.39068,0.2315
0.232391357,623,0.000328461,0.233032227,1858.044014,100 µA,,0.000328461,0.000418209,-3.378606476,,-3.37909,0.23302
0.233917236,624,0.000338318,0.234680176,1859.569893,100 µA,,0.000338318,0.00043076,-3.365764942,,-3.36252,0.23454
0.235443115,625,0.000351532,0.236022949,1861.095772,100 µA,,0.000351532,0.000447584,-3.349125038,,-3.34969,0.23606
0.236968994,626,0.000365234,0.237731934,1862.621651,100 µA,,0.000365234,0.000465031,-3.332518236,,-3.3386,0.23758
0.238494873,627,0.000364563,0.239227295,1864.14753,100 µA,,0.000364563,0.000464176,-3.333317306,,-3.32989,0.2391
0.240020752,628,0.000372894,0.240692139,1865.673409,100 µA,,0.000372894,0.000474784,-3.323504152,,-3.32138,0.24062
0.241546631,629,0.000383636,0.242279053,1867.199288,100 µA,,0.000383636,0.000488461,-3.31116999,,-3.31118,0.24214
0.24307251,630,0.000397675,0.243927002,1868.725167,100 µA,,0.000397675,0.000506335,-3.295562072,,-3.29662,0.24366
0.244598389,631,0.000408234,0.245391846,1870.251046,100 µA,,0.000408234,0.000519779,-3.284181089,,-3.28425,0.24518
0.246124268,632,0.000419281,0.246856689,1871.776925,100 µA,,0.000419281,0.000533845,-3.272584693,,-3.27349,0.2467
0.247650146,633,0.000424896,0.248504639,1873.302804,100 µA,,0.000424896,0.000540995,-3.266806993,,-3.26655,0.24821
0.249176025,634,0.000433655,0.25012207,1874.828683,100 µA,,0.000433655,0.000552146,-3.257945738,,-3.25947,0.24973
0.250701904,635,0.000437195,0.251586914,1876.354562,100 µA,,0.000437195,0.000556654,-3.25441487,,-3.2503,0.25125
0.252227783,636,0.000452972,0.253051758,1877.880441,100 µA,,0.000452972,0.000576742,-3.239018129,,-3.23919,0.25277
0.253753662,637,0.000467499,0.254577637,1879.40632,100 µA,,0.000467499,0.000595238,-3.2253094,,-3.22772,0.25429
0.255279541,638,0.000474609,0.256195068,1880.932199,100 µA,,0.000474609,0.000604291,-3.218753569,,-3.21829,0.25581
0.25680542,639,0.000481506,0.257629395,1882.458078,100 µA,,0.000481506,0.000613073,-3.212487865,,-3.21445,0.25732
0.258331299,640,0.000480682,0.259338379,1883.983957,100 µA,,0.000480682,0.000612024,-3.213231685,,-3.21201,0.25884
0.259857178,641,0.000483276,0.260620117,1885.509836,100 µA,,0.000483276,0.000615327,-3.210894323,,-3.20848,0.26036
0.261383057,642,0.000491882,0.262145996,1887.035715,100 µA,,0.000491882,0.000626284,-3.203228665,,-3.20421,0.26188
0.262908936,643,0.000497864,0.26373291,1888.561594,100 µA,,0.000497864,0.0006339,-3.197979358,,-3.20051,0.26339
0.264434814,644,0.000500854,0.265258789,1890.087473,100 µA,,0.000500854,0.000637708,-3.195378308,,-3.19488,0.26491
0.265960693,645,0.000502319,0.26675415,1891.613352,100 µA,,0.000502319,0.000639573,-3.194109985,,-3.18957,0.26643
0.267486572,646,0.000521729,0.268341064,1893.139231,100 µA,,0.000521729,0.000664285,-3.177645307,,-3.18259,0.26794
0.269012451,647,0.000525787,0.269775391,1894.66511,100 µA,,0.000525787,0.000669453,-3.174279745,,-3.17279,0.26946
0.27053833,648,0.00053952,0.271575928,1896.190989,100 µA,,0.00053952,0.000686939,-3.163082121,,-3.16057,0.27098
0.272064209,649,0.000556732,0.272949219,1897.716868,100 µA,,0.000556732,0.000708853,-3.149443558,,-3.15147,0.27249
0.273590088,650,0.000571838,0.27444458,1899.242747,100 µA,,0.000571838,0.000728087,-3.137816582,,-3.14108,0.27401
0.275115967,651,0.00057547,0.276031494,1900.768626,100 µA,,0.00057547,0.000732711,-3.135067215,,-3.1306,0.27553
0.276641846,652,0.000593475,0.277557373,1902.294505,100 µA,,0.000593475,0.000755636,-3.121687202,,-3.12091,0.27704
0.278167725,653,0.000613281,0.278930664,1903.820384,100 µA,,0.000613281,0.000780854,-3.107430194,,-3.11162,0.27856
0.279693604,654,0.000620728,0.280181885,1905.346263,1 mA,,0.000620728,0.000790335,-3.102188868,,-3.102,0.28007
0.281219482,655,0.000632019,0.281829834,1906.872142,1 mA,,0.000632019,0.000804712,-3.094359717,,-3.09232,0.28159
0.282745361,656,0.00065033,0.283294678,1908.398021,1 mA,,0.00065033,0.000828025,-3.081956367,,-3.08259,0.2831
