Potential applied (V),Index,WE(1).Current (A),WE(1).Potential (V),Time (s),Current range,,ABS,ABS/AREA,LOG J,,log j,Potential
-0.152130127,371,1.41266E-06,-0.151794434,1473.522507,1 µA,,1.41266E-06,1.79865E-06,-5.745052636,,-5.74468,-0.15445
-0.150604248,372,1.4267E-06,-0.151092529,1475.048386,1 µA,,1.4267E-06,1.81653E-06,-5.740758201,,-5.74274,-0.15292
-0.149078369,373,1.4151E-06,-0.149139404,1476.574265,1 µA,,1.4151E-06,1.80176E-06,-5.74430272,,-5.74191,-0.15139
-0.14755249,374,1.43036E-06,-0.147460938,1478.100144,1 µA,,1.43036E-06,1.82119E-06,-5.739644863,,-5.7399,-0.14985
-0.146026611,375,1.4389E-06,-0.146026611,1479.626023,1 µA,,1.4389E-06,1.83207E-06,-5.737058119,,-5.73741,-0.14832
-0.144500732,376,1.44745E-06,-0.144836426,1481.151902,1 µA,,1.44745E-06,1.84295E-06,-5.734486692,,-5.73416,-0.14679
-0.142974854,377,1.45691E-06,-0.143127441,1482.677781,1 µA,,1.45691E-06,1.85499E-06,-5.731657402,,-5.7328,-0.14525
-0.141448975,378,1.45416E-06,-0.14163208,1484.20366,1 µA,,1.45416E-06,1.8515E-06,-5.732476911,,-5.73241,-0.14372
-0.139923096,379,1.45569E-06,-0.139678955,1485.729539,1 µA,,1.45569E-06,1.85344E-06,-5.732021437,,-5.73113,-0.14219
-0.138397217,380,1.45813E-06,-0.138580322,1487.255418,1 µA,,1.45813E-06,1.85655E-06,-5.731293671,,-5.73007,-0.14066
-0.136871338,381,1.47614E-06,-0.13671875,1488.781297,1 µA,,1.47614E-06,1.87947E-06,-5.725963729,,-5.72884,-0.13912
-0.135345459,382,1.46759E-06,-0.135253906,1490.307176,1 µA,,1.46759E-06,1.86859E-06,-5.728485039,,-5.72778,-0.13759
-0.13381958,383,1.47095E-06,-0.13381958,1491.833055,1 µA,,1.47095E-06,1.87287E-06,-5.727492778,,-5.72611,-0.13605
-0.132293701,384,1.48224E-06,-0.131988525,1493.358934,1 µA,,1.48224E-06,1.88725E-06,-5.724171713,,-5.72399,-0.13452
-0.130767822,385,1.49811E-06,-0.130584717,1494.884813,1 µA,,1.49811E-06,1.90745E-06,-5.719546784,,-5.7208,-0.13298
-0.129241943,386,1.50696E-06,-0.128479004,1496.410692,1 µA,,1.50696E-06,1.91872E-06,-5.716988731,,-5.71697,-0.13145
-0.127716064,387,1.51031E-06,-0.127929688,1497.936571,1 µA,,1.51031E-06,1.92299E-06,-5.716022363,,-5.71454,-0.12991
-0.126190186,388,1.53046E-06,-0.126159668,1499.46245,1 µA,,1.53046E-06,1.94864E-06,-5.710268879,,-5.71325,-0.12838
-0.124664307,389,1.52374E-06,-0.124450684,1500.988329,1 µA,,1.52374E-06,1.94009E-06,-5.71217825,,-5.70995,-0.12684
-0.123138428,390,1.53625E-06,-0.123321533,1502.514208,1 µA,,1.53625E-06,1.95602E-06,-5.708626605,,-5.70655,-0.1253
-0.121612549,391,1.56586E-06,-0.121398926,1504.040087,1 µA,,1.56586E-06,1.99371E-06,-5.700337802,,-5.70484,-0.12377
-0.12008667,392,1.55853E-06,-0.119689941,1505.565966,1 µA,,1.55853E-06,1.98439E-06,-5.702373958,,-5.7016,-0.12223
-0.118560791,393,1.56036E-06,-0.118133545,1507.091845,1 µA,,1.56036E-06,1.98672E-06,-5.701864024,,-5.69897,-0.12069
-0.117034912,394,1.58813E-06,-0.116973877,1508.617724,1 µA,,1.58813E-06,2.02208E-06,-5.694202528,,-5.69532,-0.11916
-0.115509033,395,1.60278E-06,-0.115234375,1510.143603,1 µA,,1.60278E-06,2.04073E-06,-5.690215099,,-5.68994,-0.11762
-0.113983154,396,1.62476E-06,-0.114105225,1511.669482,1 µA,,1.62476E-06,2.0687E-06,-5.68430177,,-5.68641,-0.11608
-0.112457275,397,1.62292E-06,-0.112579346,1513.195361,1 µA,,1.62292E-06,2.06637E-06,-5.684791483,,-5.68354,-0.11454
-0.110931396,398,1.62415E-06,-0.11050415,1514.72124,1 µA,,1.62415E-06,2.06793E-06,-5.684464946,,-5.68275,-0.11301
-0.109405518,399,1.6449E-06,-0.158935547,1516.247119,1 µA,,1.6449E-06,2.09435E-06,-5.678951051,,-5.68312,-0.11147
-0.107879639,400,1.62048E-06,-0.107879639,1517.772998,1 µA,,1.62048E-06,2.06326E-06,-5.685445295,,-5.68282,-0.10993
-0.10635376,401,1.63208E-06,-0.106414795,1519.298877,1 µA,,1.63208E-06,2.07803E-06,-5.682348418,,-5.68211,-0.10839
-0.104827881,402,1.64215E-06,-0.104888916,1520.824756,1 µA,,1.64215E-06,2.09085E-06,-5.679676824,,-5.67915,-0.10685
-0.103302002,403,1.66077E-06,-0.102935791,1522.350635,1 µA,,1.66077E-06,2.11455E-06,-5.674781279,,-5.67443,-0.10531
-0.101776123,404,1.68854E-06,-0.101501465,1523.876514,1 µA,,1.68854E-06,2.14991E-06,-5.667579146,,-5.66976,-0.10377
-0.100250244,405,1.67999E-06,-0.099578857,1525.402393,1 µA,,1.67999E-06,2.13903E-06,-5.669782493,,-5.66877,-0.10223
-0.098724365,406,1.69952E-06,-0.098602295,1526.928272,1 µA,,1.69952E-06,2.1639E-06,-5.664762598,,-5.66791,-0.10069
-0.097198486,407,1.67145E-06,-0.097167969,1528.454151,1 µA,,1.67145E-06,2.12815E-06,-5.671997075,,-5.66533,-0.09915
-0.095672607,408,1.71967E-06,-0.095397949,1529.98003,1 µA,,1.71967E-06,2.18955E-06,-5.659645896,,-5.66185,-0.09761
-0.094146729,409,1.73798E-06,-0.094390869,1531.505909,1 µA,,1.73798E-06,2.21286E-06,-5.655046088,,-5.66041,-0.09606
-0.09262085,410,1.72241E-06,-0.093170166,1533.031788,1 µA,,1.72241E-06,2.19304E-06,-5.658952811,,-5.6551,-0.09452
-0.091094971,411,1.73309E-06,-0.090820313,1534.557667,1 µA,,1.73309E-06,2.20664E-06,-5.656267948,,-5.65183,-0.09298
-0.089569092,412,1.79169E-06,-0.089263916,1536.083546,1 µA,,1.79169E-06,2.28125E-06,-5.641827736,,-5.64679,-0.09144
-0.088043213,413,1.79108E-06,-0.087799072,1537.609425,1 µA,,1.79108E-06,2.28047E-06,-5.641975707,,-5.64177,-0.0899
-0.086517334,414,1.79535E-06,-0.086517334,1539.135304,1 µA,,1.79535E-06,2.28591E-06,-5.640940968,,-5.64156,-0.08836
-0.084991455,415,1.78009E-06,-0.084655762,1540.661183,1 µA,,1.78009E-06,2.26648E-06,-5.64464784,,-5.64494,-0.08681
-0.083465576,416,1.76208E-06,-0.083618164,1542.187062,1 µA,,1.76208E-06,2.24356E-06,-5.649063037,,-5.64704,-0.08527
-0.081939697,417,1.77124E-06,-0.081939697,1543.712941,1 µA,,1.77124E-06,2.25521E-06,-5.646812413,,-5.64698,-0.08373
-0.080413818,418,1.77551E-06,-0.080200195,1545.23882,1 µA,,1.77551E-06,2.26065E-06,-5.645766099,,-5.64474,-0.08218
-0.078887939,419,1.7981E-06,-0.078643799,1546.764699,1 µA,,1.7981E-06,2.28941E-06,-5.640277078,,-5.64297,-0.08064
-0.077362061,420,1.79321E-06,-0.077270508,1548.290578,1 µA,,1.79321E-06,2.28319E-06,-5.641458029,,-5.64162,-0.07908
-0.075836182,421,1.78772E-06,-0.075531006,1549.816457,1 µA,,1.78772E-06,2.2762E-06,-5.642790449,,-5.63895,-0.07753
-0.074310303,422,1.81244E-06,-0.074127197,1551.342336,1 µA,,1.81244E-06,2.30767E-06,-5.636826491,,-5.63797,-0.07599
-0.072784424,423,1.82251E-06,-0.072509766,1552.868215,1 µA,,1.82251E-06,2.32049E-06,-5.634420017,,-5.63874,-0.07444
-0.071258545,424,1.79108E-06,-0.071166992,1554.394094,1 µA,,1.79108E-06,2.28047E-06,-5.641975707,,-5.64079,-0.0729
-0.069732666,425,1.77185E-06,-0.069458008,1555.919973,1 µA,,1.77185E-06,2.25599E-06,-5.646662785,,-5.64314,-0.07135
-0.068206787,426,1.78741E-06,-0.067901611,1557.445852,1 µA,,1.78741E-06,2.27581E-06,-5.642864592,,-5.64336,-0.06981
-0.066680908,427,1.80481E-06,-0.066558838,1558.971731,1 µA,,1.80481E-06,2.29795E-06,-5.638658496,,-5.64076,-0.06826
-0.065155029,428,1.80878E-06,-0.064849854,1560.49761,1 µA,,1.80878E-06,2.30301E-06,-5.637704889,,-5.63689,-0.06671
-0.06362915,429,1.81671E-06,-0.063446045,1562.023489,1 µA,,1.81671E-06,2.31311E-06,-5.635803934,,-5.63427,-0.06517
-0.062103271,430,1.83807E-06,-0.062011719,1563.549368,1 µA,,1.83807E-06,2.34031E-06,-5.630726953,,-5.63343,-0.06362
-0.060577393,431,1.8338E-06,-0.060638428,1565.075247,1 µA,,1.8338E-06,2.33487E-06,-5.631737612,,-5.63221,-0.06207
-0.059051514,432,1.82617E-06,-0.05847168,1566.601126,1 µA,,1.82617E-06,2.32515E-06,-5.633548231,,-5.63037,-0.06052
-0.057525635,433,1.85211E-06,-0.057250977,1568.127005,1 µA,,1.85211E-06,2.35818E-06,-5.627422679,,-5.62785,-0.05897
-0.055999756,434,1.87164E-06,-0.056121826,1569.652884,1 µA,,1.87164E-06,2.38305E-06,-5.622866852,,-5.62512,-0.05742
-0.054473877,435,1.88141E-06,-0.053649902,1571.178763,1 µA,,1.88141E-06,2.39548E-06,-5.620606735,,-5.62006,-0.05588
-0.052947998,436,1.88141E-06,-0.053131104,1572.704642,1 µA,,1.88141E-06,2.39548E-06,-5.620606735,,-5.617,-0.05432
-0.051422119,437,1.92841E-06,-0.051605225,1574.230521,1 µA,,1.92841E-06,2.45532E-06,-5.609891461,,-5.6146,-0.05277
-0.04989624,438,1.90857E-06,-0.049710083,1575.7564,1 µA,,1.90857E-06,2.43007E-06,-5.614381939,,-5.61389,-0.05122
-0.048370361,439,1.91223E-06,-0.048657227,1577.282279,1 µA,,1.91223E-06,2.43473E-06,-5.613549426,,-5.61267,-0.04967
-0.046844482,440,1.90735E-06,-0.046569824,1578.808158,1 µA,,1.90735E-06,2.42851E-06,-5.614659799,,-5.61271,-0.04812
-0.045318604,441,1.94092E-06,-0.045709229,1580.334037,1 µA,,1.94092E-06,2.47125E-06,-5.607082701,,-5.60898,-0.04657
-0.043792725,442,1.94427E-06,-0.043817139,1581.859916,1 µA,,1.94427E-06,2.47553E-06,-5.606332211,,-5.6058,-0.04502
-0.042266846,443,1.96838E-06,-0.042144775,1583.385795,1 µA,,1.96838E-06,2.50622E-06,-5.600980102,,-5.60116,-0.04347
-0.040740967,444,1.96899E-06,-0.040545654,1584.911674,1 µA,,1.96899E-06,2.507E-06,-5.600845458,,-5.60002,-0.04191
-0.039215088,445,1.99493E-06,-0.039511108,1586.437553,1 µA,,1.99493E-06,2.54003E-06,-5.595161331,,-5.59813,-0.04036
-0.037689209,446,1.96594E-06,-0.037472534,1587.963432,1 µA,,1.96594E-06,2.50312E-06,-5.601519096,,-5.59733,-0.03881
-0.03616333,447,1.99188E-06,-0.03565979,1589.489311,1 µA,,1.99188E-06,2.53614E-06,-5.595826204,,-5.59792,-0.03726
-0.034637451,448,1.97906E-06,-0.034185791,1591.01519,1 µA,,1.97906E-06,2.51982E-06,-5.598629836,,-5.60174,-0.0357
-0.033111572,449,1.95221E-06,-0.033377075,1592.541069,1 µA,,1.95221E-06,2.48563E-06,-5.604563466,,-5.60264,-0.03415
-0.031585693,450,1.94366E-06,-0.031451416,1594.066948,1 µA,,1.94366E-06,2.47475E-06,-5.606468567,,-5.60114,-0.0326
-0.030059814,451,1.99615E-06,-0.029962158,1595.592827,1 µA,,1.99615E-06,2.54158E-06,-5.594895667,,-5.59711,-0.03105
-0.028533936,452,2.02759E-06,-0.099996948,1597.118706,1 µA,,2.02759E-06,2.58161E-06,-5.588110193,,-5.59292,-0.02949
-0.027008057,453,2.00348E-06,-0.026742554,1598.644585,1 µA,,2.00348E-06,2.55091E-06,-5.593305086,,-5.59157,-0.02794
-0.025482178,454,1.9986E-06,-0.025363159,1600.170464,1 µA,,1.9986E-06,2.54469E-06,-5.594364826,,-5.59281,-0.02639
-0.023956299,455,2.00012E-06,-0.024154663,1601.696343,1 µA,,2.00012E-06,2.54663E-06,-5.594033379,,-5.59318,-0.02483
-0.02243042,456,2.02148E-06,-0.02230835,1603.222222,1 µA,,2.02148E-06,2.57383E-06,-5.589419493,,-5.59103,-0.02328
-0.020904541,457,2.02271E-06,-0.02131958,1604.748101,1 µA,,2.02271E-06,2.57539E-06,-5.589157317,,-5.58949,-0.02172
-0.019378662,458,2.02972E-06,-0.019042969,1606.27398,1 µA,,2.02972E-06,2.58433E-06,-5.587652868,,-5.58679,-0.02017
-0.017852783,459,2.03522E-06,-0.017822266,1607.799859,1 µA,,2.03522E-06,2.59132E-06,-5.586479099,,-5.58544,-0.01861
-0.016326904,460,2.06573E-06,-0.016088867,1609.325738,1 µA,,2.06573E-06,2.63018E-06,-5.580015302,,-5.58254,-0.01705
-0.014801025,461,2.05383E-06,-0.014779663,1610.851617,1 µA,,2.05383E-06,2.61502E-06,-5.582524752,,-5.57989,-0.0155
-0.013275146,462,2.08191E-06,-0.013320923,1612.377496,1 µA,,2.08191E-06,2.65077E-06,-5.576628101,,-5.57904,-0.01394
-0.011749268,463,2.07703E-06,-0.011700439,1613.903375,1 µA,,2.07703E-06,2.64455E-06,-5.577647872,,-5.57786,-0.01239
-0.010223389,464,2.07306E-06,-0.009960938,1615.429254,1 µA,,2.07306E-06,2.6395E-06,-5.578478202,,-5.57529,-0.01084
-0.00869751,465,2.11365E-06,-0.008398437,1616.955133,1 µA,,2.11365E-06,2.69118E-06,-5.570057329,,-5.57232,-0.00928
-0.007171631,466,2.12189E-06,-0.007058716,1618.481012,1 µA,,2.12189E-06,2.70167E-06,-5.568367587,,-5.56684,-0.00772
-0.005645752,467,2.1521E-06,-0.005380249,1620.006891,1 µA,,2.1521E-06,2.74014E-06,-5.562227513,,-5.56322,-0.00616
-0.004119873,468,2.16522E-06,-0.004278564,1621.53277,1 µA,,2.16522E-06,2.75685E-06,-5.559587417,,-5.56264,-0.00461
-0.002593994,469,2.14447E-06,-0.00256958,1623.058649,1 µA,,2.14447E-06,2.73042E-06,-5.563769863,,-5.5601,-0.00305
-0.001068115,470,2.16278E-06,-0.000952148,1624.584528,1 µA,,2.16278E-06,2.75374E-06,-5.560077384,,-5.55791,-0.00149
0.000457764,471,2.20612E-06,0.000167847,1626.110407,1 µA,,2.20612E-06,2.80891E-06,-5.551461592,,-5.55485,6.74E-05
0.001983643,472,2.19696E-06,0.002215576,1627.636286,1 µA,,2.19696E-06,2.79726E-06,-5.553267643,,-5.55437,0.00162
0.003509521,473,2.18842E-06,0.003594971,1629.162165,1 µA,,2.18842E-06,2.78638E-06,-5.554960094,,-5.55678,0.00318
0.0050354,474,2.14935E-06,0.005325317,1630.688044,1 µA,,2.14935E-06,2.73664E-06,-5.562782128,,-5.55735,0.00475
0.006561279,475,2.18628E-06,0.006710815,1632.213923,1 µA,,2.18628E-06,2.78366E-06,-5.555384239,,-5.5537,0.00631
0.008087158,476,2.24182E-06,0.008306885,1633.739802,1 µA,,2.24182E-06,2.85438E-06,-5.544488892,,-5.54893,0.00787
0.009613037,477,2.24579E-06,0.00982666,1635.265681,1 µA,,2.24579E-06,2.85943E-06,-5.543721013,,-5.54517,0.00944
0.011138916,478,2.23114E-06,0.011260986,1636.79156,1 µA,,2.23114E-06,2.84078E-06,-5.546563032,,-5.54453,0.01099
0.012664795,479,2.22198E-06,0.013168335,1638.317439,1 µA,,2.22198E-06,2.82912E-06,-5.548348785,,-5.54811,0.01256
0.014190674,480,2.2406E-06,0.014260864,1639.843318,1 µA,,2.2406E-06,2.85282E-06,-5.544725436,,-5.54698,0.0141
0.015716553,481,2.21344E-06,0.016091919,1641.369197,1 µA,,2.21344E-06,2.81824E-06,-5.550022139,,-5.54276,0.01564
0.017242432,482,2.29614E-06,0.017419434,1642.895076,1 µA,,2.29614E-06,2.92354E-06,-5.534091029,,-5.54025,0.01718
0.018768311,483,2.2879E-06,0.018948364,1644.420955,1 µA,,2.2879E-06,2.91305E-06,-5.535652305,,-5.53823,0.01872
0.020294189,484,2.25494E-06,0.02074585,1645.946834,1 µA,,2.25494E-06,2.87108E-06,-5.54195415,,-5.53648,0.02026
0.021820068,485,2.28912E-06,0.021673584,1647.472713,1 µA,,2.28912E-06,2.9146E-06,-5.535420651,,-5.5379,0.0218
0.023345947,486,2.29156E-06,0.023684692,1648.998592,1 µA,,2.29156E-06,2.91771E-06,-5.534957712,,-5.53502,0.02335
0.024871826,487,2.31506E-06,0.02505188,1650.524471,1 µA,,2.31506E-06,2.94763E-06,-5.530526978,,-5.52857,0.02489
0.026397705,488,2.36115E-06,0.026760864,1652.05035,1 µA,,2.36115E-06,3.0063E-06,-5.521967219,,-5.52096,0.02643
0.027923584,489,2.41211E-06,0.028234863,1653.576229,1 µA,,2.41211E-06,3.07119E-06,-5.512692885,,-5.5151,0.02797
0.029449463,490,2.43927E-06,0.030047607,1655.102108,1 µA,,2.43927E-06,3.10578E-06,-5.507830003,,-5.51265,0.02951
0.030975342,491,2.39807E-06,0.031057739,1656.627987,1 µA,,2.39807E-06,3.05332E-06,-5.515227792,,-5.50911,0.03105
0.032501221,492,2.43286E-06,0.032693481,1658.153866,1 µA,,2.43286E-06,3.09762E-06,-5.508972526,,-5.506,0.03259
0.0340271,493,2.51678E-06,0.034158325,1659.679745,1 µA,,2.51678E-06,3.20447E-06,-5.494243822,,-5.50156,0.03413
0.035552979,494,2.50397E-06,0.035290527,1661.205624,1 µA,,2.50397E-06,3.18815E-06,-5.496461231,,-5.49401,0.03567
0.037078857,495,2.53845E-06,0.037075806,1662.731503,1 µA,,2.53845E-06,3.23206E-06,-5.4905209,,-5.48859,0.03721
0.038604736,496,2.59735E-06,0.038922119,1664.257382,1 µA,,2.59735E-06,3.30705E-06,-5.480559226,,-5.48222,0.03875
0.040130615,497,2.63763E-06,0.040405273,1665.783261,1 µA,,2.63763E-06,3.35834E-06,-5.473875303,,-5.47219,0.04028
0.041656494,498,2.7179E-06,0.042016602,1667.30914,1 µA,,2.7179E-06,3.46053E-06,-5.460857126,,-5.46197,0.04182
0.043182373,499,2.76398E-06,0.043508911,1668.835019,1 µA,,2.76398E-06,3.5192E-06,-5.453555449,,-5.45188,0.04336
0.044708252,500,2.82227E-06,0.045080566,1670.360898,1 µA,,2.82227E-06,3.59342E-06,-5.444491995,,-5.44525,0.0449
0.046234131,501,2.84058E-06,0.046722412,1671.886777,1 µA,,2.84058E-06,3.61673E-06,-5.441683442,,-5.44602,0.04644
0.04776001,502,2.7771E-06,0.047769165,1673.412656,1 µA,,2.7771E-06,3.53591E-06,-5.451498424,,-5.45194,0.04798
0.049285889,503,2.71698E-06,0.04989624,1674.938535,1 µA,,2.71698E-06,3.45937E-06,-5.461003443,,-5.45816,0.04952
0.050811768,504,2.71301E-06,0.051483154,1676.464414,1 µA,,2.71301E-06,3.45432E-06,-5.461638055,,-5.4575,0.05105
0.052337646,505,2.79602E-06,0.05291748,1677.990293,1 µA,,2.79602E-06,3.56E-06,-5.448549529,,-5.44894,0.05259
0.053863525,506,2.89734E-06,0.053955078,1679.516172,1 µA,,2.89734E-06,3.68901E-06,-5.433090589,,-5.43717,0.05413
0.055389404,507,2.94617E-06,0.055419922,1681.042051,1 µA,,2.94617E-06,3.75118E-06,-5.425832522,,-5.42561,0.05567
0.056915283,508,2.99286E-06,0.057312012,1682.56793,1 µA,,2.99286E-06,3.81063E-06,-5.419003641,,-5.41714,0.05721
0.058441162,509,3.06549E-06,0.058990479,1684.093809,1 µA,,3.06549E-06,3.9031E-06,-5.408589875,,-5.41015,0.05874
0.059967041,510,3.1131E-06,0.060516357,1685.619688,1 µA,,3.1131E-06,3.96372E-06,-5.401897069,,-5.40178,0.06028
0.06149292,511,3.1723E-06,0.062072754,1687.145567,1 µA,,3.1723E-06,4.0391E-06,-5.393715323,,-5.39107,0.06182
0.063018799,512,3.25623E-06,0.063415527,1688.671446,1 µA,,3.25623E-06,4.14596E-06,-5.382375397,,-5.38347,0.06335
0.064544678,513,3.34167E-06,0.065063477,1690.197325,1 µA,,3.34167E-06,4.25475E-06,-5.371125697,,-5.37525,0.06489
0.066070557,514,3.31085E-06,0.066589355,1691.723204,1 µA,,3.31085E-06,4.21551E-06,-5.375150107,,-5.37101,0.06643
0.067596436,515,3.40179E-06,0.068084717,1693.249083,1 µA,,3.40179E-06,4.3313E-06,-5.363381815,,-5.36703,0.06796
0.069122314,516,3.38776E-06,0.069641113,1694.774962,1 µA,,3.38776E-06,4.31343E-06,-5.365177714,,-5.35826,0.0695
0.070648193,517,3.5202E-06,0.071563721,1696.300841,1 µA,,3.5202E-06,4.48206E-06,-5.348522217,,-5.34997,0.07104
0.072174072,518,3.62274E-06,0.072357178,1697.82672,1 µA,,3.62274E-06,4.61262E-06,-5.336052511,,-5.34599,0.07257
0.073699951,519,3.52661E-06,0.07409668,1699.352599,1 µA,,3.52661E-06,4.49022E-06,-5.347732283,,-5.34042,0.07411
0.07522583,520,3.58734E-06,0.076019287,1700.878478,1 µA,,3.58734E-06,4.56754E-06,-5.340317183,,-5.33608,0.07564
0.076751709,521,3.69995E-06,0.077606201,1702.404357,1 µA,,3.69995E-06,4.71092E-06,-5.326893889,,-5.33206,0.07718
0.078277588,522,3.76129E-06,0.07824707,1703.930236,1 µA,,3.76129E-06,4.78903E-06,-5.319752888,,-5.32273,0.07872
0.079803467,523,3.74725E-06,0.080322266,1705.456115,1 µA,,3.74725E-06,4.77115E-06,-5.321376817,,-5.31614,0.08025
0.081329346,524,3.88794E-06,0.082092285,1706.981994,1 µA,,3.88794E-06,4.95028E-06,-5.305370388,,-5.30607,0.08179
0.082855225,525,3.97156E-06,0.083526611,1708.507873,1 µA,,3.97156E-06,5.05674E-06,-5.296129014,,-5.29413,0.08332
0.084381104,526,4.17053E-06,0.085327148,1710.033752,1 µA,,4.17053E-06,5.31009E-06,-5.2748984,,-5.28022,0.08486
0.085906982,527,4.1925E-06,0.086303711,1711.559631,1 µA,,4.1925E-06,5.33806E-06,-5.272616304,,-5.27005,0.08639
0.087432861,528,4.31458E-06,0.088348389,1713.08551,1 µA,,4.31458E-06,5.49349E-06,-5.260151839,,-5.26178,0.08792
0.08895874,529,4.3866E-06,0.08972168,1714.611389,1 µA,,4.3866E-06,5.58519E-06,-5.252962176,,-5.25235,0.08946
0.090484619,530,4.49768E-06,0.090637207,1716.137268,1 µA,,4.49768E-06,5.72662E-06,-5.242101264,,-5.23806,0.09099
0.092010498,531,4.75464E-06,0.092254639,1717.663147,1 µA,,4.75464E-06,6.05379E-06,-5.217972363,,-5.22138,0.09253
0.093536377,532,4.91608E-06,0.093811035,1719.189026,1 µA,,4.91608E-06,6.25934E-06,-5.203471235,,-5.20271,0.09406
0.095062256,533,5.14893E-06,0.095275879,1720.714905,1 µA,,5.14893E-06,6.55582E-06,-5.18337325,,-5.18468,0.09559
0.096588135,534,5.31586E-06,0.097290039,1722.240784,1 µA,,5.31586E-06,6.76836E-06,-5.169516597,,-5.168,0.09713
0.098114014,535,5.53192E-06,0.098724365,1723.766663,1 µA,,5.53192E-06,7.04346E-06,-5.152213882,,-5.15203,0.09866
0.099639893,536,5.75745E-06,0.100524902,1725.292542,1 µA,,5.75745E-06,7.33061E-06,-5.134859986,,-5.14036,0.1002
0.101165771,537,5.88165E-06,0.10144043,1726.818421,1 µA,,5.88165E-06,7.48875E-06,-5.125590495,,-5.12071,0.10173
0.10269165,538,6.1026E-06,0.103637695,1728.3443,1 µA,,6.1026E-06,7.77007E-06,-5.10957497,,-5.10041,0.10326
0.104217529,539,6.73218E-06,0.104675293,1729.870179,10 µA,,6.73218E-06,8.57167E-06,-5.066934308,,-5.08133,0.10479
0.105743408,540,6.7688E-06,0.106109619,1731.396058,10 µA,,6.7688E-06,8.6183E-06,-5.064578275,,-5.0632,0.10633
0.107269287,541,6.9397E-06,0.107574463,1732.921937,10 µA,,6.9397E-06,8.8359E-06,-5.053749356,,-5.05061,0.10786
0.108795166,542,7.21436E-06,0.109039307,1734.447816,10 µA,,7.21436E-06,9.1856E-06,-5.036892344,,-5.03657,0.10939
0.110321045,543,7.52563E-06,0.110656738,1735.973695,10 µA,,7.52563E-06,9.58194E-06,-5.018546744,,-5.01278,0.11092
0.111846924,544,8.22754E-06,0.112335205,1737.499574,10 µA,,8.22754E-06,1.04756E-05,-4.979819928,,-4.98703,0.11246
0.113372803,545,8.57849E-06,0.113922119,1739.025453,10 µA,,8.57849E-06,1.09225E-05,-4.961678971,,-4.96226,0.11399
0.114898682,546,9.03015E-06,0.114990234,1740.551332,10 µA,,9.03015E-06,1.14975E-05,-4.939394851,,-4.9359,0.11552
0.116424561,547,9.50928E-06,0.116821289,1742.077211,10 µA,,9.50928E-06,1.21076E-05,-4.916942367,,-4.91422,0.11705
0.117950439,548,1.02081E-05,0.118225098,1743.60309,10 µA,,1.02081E-05,1.29974E-05,-4.886143694,,-4.89361,0.11858
0.119476318,549,1.04218E-05,0.119995117,1745.128969,10 µA,,1.04218E-05,1.32694E-05,-4.877149108,,-4.87698,0.12011
0.121002197,550,1.07178E-05,0.121337891,1746.654848,10 µA,,1.07178E-05,1.36463E-05,-4.864985309,,-4.86083,0.12165
0.122528076,551,1.1203E-05,0.122894287,1748.180727,10 µA,,1.1203E-05,1.42641E-05,-4.845755432,,-4.84375,0.12318
0.124053955,552,1.18927E-05,0.124481201,1749.706606,10 µA,,1.18927E-05,1.51423E-05,-4.819809411,,-4.82341,0.12471
0.125579834,553,1.24634E-05,0.125915527,1751.232485,10 µA,,1.24634E-05,1.58689E-05,-4.799454083,,-4.80191,0.12624
0.127105713,554,1.29181E-05,0.127502441,1752.758364,10 µA,,1.29181E-05,1.64478E-05,-4.783891548,,-4.7791,0.12777
0.128631592,555,1.3797E-05,0.128997803,1754.284243,10 µA,,1.3797E-05,1.75669E-05,-4.755305309,,-4.75326,0.1293
0.130157471,556,1.47705E-05,0.130584717,1755.810122,10 µA,,1.47705E-05,1.88064E-05,-4.725694455,,-4.72795,0.13083
0.13168335,557,1.56769E-05,0.132232666,1757.336001,10 µA,,1.56769E-05,1.99604E-05,-4.699830251,,-4.70577,0.13236
0.133209229,558,1.59546E-05,0.133514404,1758.86188,10 µA,,1.59546E-05,2.0314E-05,-4.692204237,,-4.68886,0.13389
0.134735107,559,1.65405E-05,0.135101318,1760.387759,10 µA,,1.65405E-05,2.10601E-05,-4.67654053,,-4.67469,0.13542
0.136260986,560,1.73279E-05,0.136779785,1761.913638,10 µA,,1.73279E-05,2.20625E-05,-4.656344428,,-4.65752,0.13695
0.137786865,561,1.81366E-05,0.138244629,1763.439517,10 µA,,1.81366E-05,2.30922E-05,-4.636534086,,-4.63404,0.13848
0.139312744,562,1.93604E-05,0.139892578,1764.965396,10 µA,,1.93604E-05,2.46504E-05,-4.608176642,,-4.60956,0.14001
0.140838623,563,2.05048E-05,0.14151001,1766.491275,10 µA,,2.05048E-05,2.61075E-05,-4.583235175,,-4.58466,0.14154
0.142364502,564,2.15607E-05,0.142608643,1768.017154,10 µA,,2.15607E-05,2.74519E-05,-4.56142765,,-4.56062,0.14307
0.143890381,565,2.27753E-05,0.14440918,1769.543033,10 µA,,2.27753E-05,2.89984E-05,-4.537626375,,-4.53873,0.1446
0.14541626,566,2.39349E-05,0.145782471,1771.068912,10 µA,,2.39349E-05,3.04749E-05,-4.516057601,,-4.51471,0.14613
0.146942139,567,2.53601E-05,0.14743042,1772.594791,10 µA,,2.53601E-05,3.22895E-05,-4.490938793,,-4.48904,0.14765
