Potential applied (V),Index,WE(1).Current (A),WE(1).Potential (V),Time (s),Current range,,ABS,ABS /Area,LOG J,,log j,Potential
-0.528869629,821,-2.38E-05,-0.52947998,1034.21289,10 µA,,2.38E-05,3.03E-05,-4.519169642,,-4.52011,-0.5293
-0.528717041,822,-2.37E-05,-0.529663086,1034.365478,10 µA,,2.37E-05,3.02E-05,-4.520398356,,-4.52035,-0.52915
-0.528564453,823,-2.38E-05,-0.529327393,1034.518066,10 µA,,2.38E-05,3.03E-05,-4.518946612,,-4.52058,-0.529
-0.528411865,824,-2.37E-05,-0.529602051,1034.670654,10 µA,,2.37E-05,3.01E-05,-4.521182079,,-4.52081,-0.52885
-0.528259277,825,-2.36E-05,-0.529083252,1034.823242,10 µA,,2.36E-05,3.01E-05,-4.52140626,,-4.52104,-0.5287
-0.528106689,826,-2.37E-05,-0.528808594,1034.97583,10 µA,,2.37E-05,3.02E-05,-4.52045429,,-4.52128,-0.52854
-0.527954102,827,-2.36E-05,-0.528747559,1035.128418,10 µA,,2.36E-05,3.00E-05,-4.522697551,,-4.52152,-0.52839
-0.527801514,828,-2.37E-05,-0.5284729,1035.281006,10 µA,,2.37E-05,3.02E-05,-4.52051023,,-4.52175,-0.52824
-0.527648926,829,-2.36E-05,-0.528289795,1035.433594,10 µA,,2.36E-05,3.00E-05,-4.522304143,,-4.52199,-0.52809
-0.527496338,830,-2.36E-05,-0.528411865,1035.586182,10 µA,,2.36E-05,3.00E-05,-4.522922516,,-4.52223,-0.52794
-0.52734375,831,-2.36E-05,-0.528167725,1035.73877,10 µA,,2.36E-05,3.01E-05,-4.521686649,,-4.52247,-0.52779
-0.527191162,832,-2.35E-05,-0.528411865,1035.891358,10 µA,,2.35E-05,3.00E-05,-4.523260182,,-4.5227,-0.52764
-0.527038574,833,-2.35E-05,-0.527832031,1036.043946,10 µA,,2.35E-05,3.00E-05,-4.52359811,,-4.52293,-0.52748
-0.526885986,834,-2.36E-05,-0.527618408,1036.196534,10 µA,,2.36E-05,3.00E-05,-4.522528904,,-4.52318,-0.52733
-0.526733398,835,-2.35E-05,-0.527709961,1036.349122,10 µA,,2.35E-05,2.99E-05,-4.52416191,,-4.52342,-0.52718
-0.526580811,836,-2.36E-05,-0.527099609,1036.50171,10 µA,,2.36E-05,3.00E-05,-4.522528904,,-4.52366,-0.52703
-0.526428223,837,-2.34E-05,-0.527618408,1036.654298,10 µA,,2.34E-05,2.98E-05,-4.525178596,,-4.52389,-0.52688
-0.526275635,838,-2.35E-05,-0.526977539,1036.806886,10 µA,,2.35E-05,2.99E-05,-4.524669955,,-4.52413,-0.52673
-0.526123047,839,-2.35E-05,-0.526672363,1036.959474,10 µA,,2.35E-05,2.99E-05,-4.524669955,,-4.52437,-0.52657
-0.525970459,840,-2.34E-05,-0.526672363,1037.112062,10 µA,,2.34E-05,2.98E-05,-4.525574618,,-4.52461,-0.52642
-0.525817871,841,-2.35E-05,-0.526519775,1037.26465,10 µA,,2.35E-05,2.99E-05,-4.524331192,,-4.52485,-0.52627
-0.525665283,842,-2.35E-05,-0.526153564,1037.417238,10 µA,,2.35E-05,2.99E-05,-4.524557005,,-4.5251,-0.52612
-0.525512695,843,-2.34E-05,-0.526550293,1037.569826,10 µA,,2.34E-05,2.98E-05,-4.525574618,,-4.52535,-0.52597
-0.525360107,844,-2.35E-05,-0.526153564,1037.722414,10 µA,,2.35E-05,2.99E-05,-4.524557005,,-4.52559,-0.52582
-0.52520752,845,-2.33E-05,-0.525939941,1037.875002,10 µA,,2.33E-05,2.97E-05,-4.527389617,,-4.52584,-0.52567
-0.525054932,846,-2.35E-05,-0.526000977,1038.02759,10 µA,,2.35E-05,2.99E-05,-4.524895944,,-4.5261,-0.52551
-0.524902344,847,-2.34E-05,-0.525604248,1038.180178,10 µA,,2.34E-05,2.98E-05,-4.526140991,,-4.52634,-0.52536
-0.524749756,848,-2.33E-05,-0.52545166,1038.332766,10 µA,,2.33E-05,2.97E-05,-4.526991937,,-4.52659,-0.52521
-0.524597168,849,-2.34E-05,-0.524993896,1038.485354,10 µA,,2.34E-05,2.98E-05,-4.52608432,,-4.52684,-0.52506
-0.52444458,850,-2.32E-05,-0.524719238,1038.637942,10 µA,,2.32E-05,2.96E-05,-4.529041037,,-4.52708,-0.52491
-0.524291992,851,-2.33E-05,-0.524810791,1038.79053,10 µA,,2.33E-05,2.97E-05,-4.527332783,,-4.52734,-0.52476
-0.524139404,852,-2.33E-05,-0.524841309,1038.943118,10 µA,,2.33E-05,2.97E-05,-4.527560162,,-4.52759,-0.5246
-0.523986816,853,-2.33E-05,-0.524597168,1039.095706,10 µA,,2.33E-05,2.97E-05,-4.527673897,,-4.52783,-0.52445
-0.523834229,854,-2.33E-05,-0.524475098,1039.248294,10 µA,,2.33E-05,2.97E-05,-4.527617026,,-4.52809,-0.5243
-0.523681641,855,-2.32E-05,-0.524658203,1039.400882,10 µA,,2.32E-05,2.95E-05,-4.529669084,,-4.52833,-0.52415
-0.523529053,856,-2.32E-05,-0.524291992,1039.55347,10 µA,,2.32E-05,2.96E-05,-4.529212232,,-4.52859,-0.524
-0.523376465,857,-2.33E-05,-0.523986816,1039.706058,10 µA,,2.33E-05,2.96E-05,-4.528641843,,-4.52884,-0.52385
-0.523223877,858,-2.32E-05,-0.523773193,1039.858646,10 µA,,2.32E-05,2.95E-05,-4.530240825,,-4.52909,-0.52369
-0.523071289,859,-2.33E-05,-0.523773193,1040.011234,10 µA,,2.33E-05,2.96E-05,-4.528243015,,-4.52935,-0.52354
-0.522918701,860,-2.32E-05,-0.523193359,1040.163822,10 µA,,2.32E-05,2.95E-05,-4.530355264,,-4.52959,-0.52339
-0.522766113,861,-2.32E-05,-0.523468018,1040.31641,10 µA,,2.32E-05,2.95E-05,-4.530355264,,-4.52985,-0.52324
-0.522613525,862,-2.32E-05,-0.523223877,1040.468998,10 µA,,2.32E-05,2.96E-05,-4.528983987,,-4.5301,-0.52309
-0.522460938,863,-2.31E-05,-0.523223877,1040.621586,10 µA,,2.31E-05,2.94E-05,-4.531501311,,-4.53034,-0.52294
-0.52230835,864,-2.32E-05,-0.522857666,1040.774174,10 µA,,2.32E-05,2.96E-05,-4.529440598,,-4.53061,-0.52279
-0.522155762,865,-2.32E-05,-0.52331543,1040.926762,10 µA,,2.32E-05,2.95E-05,-4.530526978,,-4.53086,-0.52263
-0.522003174,866,-2.31E-05,-0.52255249,1041.07935,10 µA,,2.31E-05,2.94E-05,-4.531673479,,-4.53113,-0.52248
-0.521850586,867,-2.31E-05,-0.522613525,1041.231938,10 µA,,2.31E-05,2.94E-05,-4.530927909,,-4.53139,-0.52233
-0.521697998,868,-2.30E-05,-0.522705078,1041.384526,10 µA,,2.30E-05,2.93E-05,-4.532823015,,-4.53165,-0.52218
-0.52154541,869,-2.31E-05,-0.522369385,1041.537114,10 µA,,2.31E-05,2.94E-05,-4.531157179,,-4.53192,-0.52203
-0.521392822,870,-2.31E-05,-0.521820068,1041.689702,10 µA,,2.31E-05,2.94E-05,-4.53109985,,-4.53218,-0.52188
-0.521240234,871,-2.30E-05,-0.522033691,1041.84229,10 µA,,2.30E-05,2.93E-05,-4.532880572,,-4.53244,-0.52172
-0.521087646,872,-2.30E-05,-0.521911621,1041.994878,10 µA,,2.30E-05,2.93E-05,-4.532420332,,-4.53271,-0.52157
-0.520935059,873,-2.30E-05,-0.52130127,1042.147466,10 µA,,2.30E-05,2.93E-05,-4.533110876,,-4.53297,-0.52142
-0.520782471,874,-2.30E-05,-0.521636963,1042.300054,10 µA,,2.30E-05,2.93E-05,-4.533226073,,-4.53326,-0.52127
-0.520629883,875,-2.30E-05,-0.521240234,1042.452642,10 µA,,2.30E-05,2.93E-05,-4.532823015,,-4.53352,-0.52112
-0.520477295,876,-2.29E-05,-0.521118164,1042.60523,10 µA,,2.29E-05,2.92E-05,-4.534899879,,-4.53378,-0.52097
-0.520324707,877,-2.30E-05,-0.520904541,1042.757818,10 µA,,2.30E-05,2.93E-05,-4.53374484,,-4.53405,-0.52082
-0.520172119,878,-2.29E-05,-0.521087646,1042.910406,10 µA,,2.29E-05,2.91E-05,-4.536173981,,-4.5343,-0.52066
-0.520019531,879,-2.29E-05,-0.520843506,1043.062994,10 µA,,2.29E-05,2.92E-05,-4.534957712,,-4.53459,-0.52051
-0.519866943,880,-2.29E-05,-0.520507813,1043.215582,10 µA,,2.29E-05,2.92E-05,-4.534553045,,-4.53486,-0.52036
-0.519714355,881,-2.28E-05,-0.520385742,1043.36817,10 µA,,2.28E-05,2.90E-05,-4.53716108,,-4.53513,-0.52021
-0.519561768,882,-2.30E-05,-0.520294189,1043.520758,10 µA,,2.30E-05,2.93E-05,-4.533629505,,-4.53541,-0.52006
-0.51940918,883,-2.28E-05,-0.519836426,1043.673346,10 µA,,2.28E-05,2.91E-05,-4.536638218,,-4.53566,-0.51991
-0.519256592,884,-2.29E-05,-0.519989014,1043.825934,10 µA,,2.29E-05,2.91E-05,-4.535942048,,-4.53594,-0.51975
-0.519104004,885,-2.29E-05,-0.519683838,1043.978522,10 µA,,2.29E-05,2.91E-05,-4.535826128,,-4.53621,-0.5196
-0.518951416,886,-2.28E-05,-0.519866943,1044.13111,10 µA,,2.28E-05,2.90E-05,-4.536928619,,-4.53648,-0.51945
-0.518798828,887,-2.29E-05,-0.519500732,1044.283698,10 µA,,2.29E-05,2.92E-05,-4.53530487,,-4.53676,-0.5193
-0.51864624,888,-2.28E-05,-0.519317627,1044.436286,10 µA,,2.28E-05,2.91E-05,-4.536289994,,-4.53703,-0.51915
-0.518493652,889,-2.27E-05,-0.519317627,1044.588874,10 µA,,2.27E-05,2.89E-05,-4.538791797,,-4.53731,-0.519
-0.518341064,890,-2.28E-05,-0.519042969,1044.741462,10 µA,,2.28E-05,2.91E-05,-4.536522112,,-4.53758,-0.51885
-0.518188477,891,-2.27E-05,-0.519165039,1044.89405,10 µA,,2.27E-05,2.90E-05,-4.538325253,,-4.53786,-0.51869
-0.518035889,892,-2.28E-05,-0.51852417,1045.046638,10 µA,,2.28E-05,2.90E-05,-4.537451831,,-4.53815,-0.51854
-0.517883301,893,-2.28E-05,-0.518859863,1045.199226,10 µA,,2.28E-05,2.90E-05,-4.538092169,,-4.53842,-0.51839
-0.517730713,894,-2.27E-05,-0.5184021,1045.351814,10 µA,,2.27E-05,2.89E-05,-4.538441842,,-4.53871,-0.51824
-0.517578125,895,-2.27E-05,-0.518615723,1045.504402,10 µA,,2.27E-05,2.90E-05,-4.538150428,,-4.53899,-0.51809
-0.517425537,896,-2.26E-05,-0.518737793,1045.65699,10 µA,,2.26E-05,2.88E-05,-4.540721608,,-4.53924,-0.51794
-0.517272949,897,-2.27E-05,-0.518035889,1045.809578,10 µA,,2.27E-05,2.89E-05,-4.53931726,,-4.53952,-0.51778
-0.517120361,898,-2.27E-05,-0.517852783,1045.962166,10 µA,,2.27E-05,2.89E-05,-4.538675114,,-4.53979,-0.51763
-0.516967773,899,-2.26E-05,-0.517700195,1046.114754,10 µA,,2.26E-05,2.88E-05,-4.540194445,,-4.54007,-0.51748
-0.516815186,900,-2.26E-05,-0.517547607,1046.267342,10 µA,,2.26E-05,2.88E-05,-4.540135911,,-4.54035,-0.51733
-0.516662598,901,-2.25E-05,-0.517486572,1046.41993,10 µA,,2.25E-05,2.87E-05,-4.542189317,,-4.54062,-0.51718
-0.51651001,902,-2.26E-05,-0.517242432,1046.572518,10 µA,,2.26E-05,2.88E-05,-4.541132067,,-4.54091,-0.51703
-0.516357422,903,-2.26E-05,-0.517120361,1046.725106,10 µA,,2.26E-05,2.88E-05,-4.540194445,,-4.54118,-0.51687
-0.516204834,904,-2.26E-05,-0.517120361,1046.877694,10 µA,,2.26E-05,2.87E-05,-4.541895378,,-4.54145,-0.51672
-0.516052246,905,-2.26E-05,-0.516601563,1047.030282,10 µA,,2.26E-05,2.88E-05,-4.540311537,,-4.54174,-0.51657
-0.515899658,906,-2.25E-05,-0.517089844,1047.18287,10 µA,,2.25E-05,2.87E-05,-4.542777792,,-4.54201,-0.51642
-0.51574707,907,-2.25E-05,-0.516540527,1047.335458,10 µA,,2.25E-05,2.86E-05,-4.543485016,,-4.54229,-0.51627
-0.515594482,908,-2.25E-05,-0.516357422,1047.488046,10 µA,,2.25E-05,2.87E-05,-4.542248128,,-4.54256,-0.51612
-0.515441895,909,-2.25E-05,-0.515930176,1047.640634,10 µA,,2.25E-05,2.86E-05,-4.543072328,,-4.54283,-0.51597
-0.515289307,910,-2.25E-05,-0.515838623,1047.793222,10 µA,,2.25E-05,2.87E-05,-4.542306948,,-4.54312,-0.51581
-0.515136719,911,-2.25E-05,-0.516082764,1047.94581,10 µA,,2.25E-05,2.87E-05,-4.542660033,,-4.54339,-0.51566
-0.514984131,912,-2.24E-05,-0.515869141,1048.098398,10 µA,,2.24E-05,2.86E-05,-4.544311569,,-4.54369,-0.51551
-0.514831543,913,-2.25E-05,-0.515380859,1048.250986,10 µA,,2.25E-05,2.86E-05,-4.543602999,,-4.54397,-0.51536
-0.514678955,914,-2.24E-05,-0.515075684,1048.403574,10 µA,,2.24E-05,2.85E-05,-4.545791481,,-4.54424,-0.51521
-0.514526367,915,-2.25E-05,-0.515411377,1048.556162,10 µA,,2.25E-05,2.86E-05,-4.543721013,,-4.54453,-0.51506
-0.514373779,916,-2.24E-05,-0.515045166,1048.70875,10 µA,,2.24E-05,2.85E-05,-4.544548016,,-4.54481,-0.5149
-0.514221191,917,-2.24E-05,-0.51473999,1048.861338,10 µA,,2.24E-05,2.85E-05,-4.545554356,,-4.54509,-0.51475
-0.514068604,918,-2.24E-05,-0.514648438,1049.013926,10 µA,,2.24E-05,2.86E-05,-4.544016191,,-4.54538,-0.5146
-0.513916016,919,-2.23E-05,-0.514678955,1049.166514,10 µA,,2.23E-05,2.84E-05,-4.547216956,,-4.54566,-0.51445
-0.513763428,920,-2.24E-05,-0.514099121,1049.319102,10 µA,,2.24E-05,2.85E-05,-4.545021297,,-4.54596,-0.5143
-0.51361084,921,-2.23E-05,-0.514282227,1049.47169,10 µA,,2.23E-05,2.84E-05,-4.546681854,,-4.54624,-0.51415
-0.513458252,922,-2.23E-05,-0.514221191,1049.624278,10 µA,,2.23E-05,2.84E-05,-4.547216956,,-4.54653,-0.51399
-0.513305664,923,-2.23E-05,-0.513885498,1049.776866,10 µA,,2.23E-05,2.84E-05,-4.546028735,,-4.54683,-0.51384
-0.513153076,924,-2.22E-05,-0.514038086,1049.929454,10 µA,,2.22E-05,2.83E-05,-4.548050649,,-4.54711,-0.51369
-0.513000488,925,-2.22E-05,-0.513885498,1050.082042,10 µA,,2.22E-05,2.83E-05,-4.548229506,,-4.54741,-0.51354
-0.5128479,926,-2.23E-05,-0.513458252,1050.23463,10 µA,,2.23E-05,2.84E-05,-4.546088069,,-4.54769,-0.51339
-0.512695313,927,-2.21E-05,-0.513366699,1050.387218,10 µA,,2.21E-05,2.82E-05,-4.550022139,,-4.54797,-0.51324
-0.512542725,928,-2.23E-05,-0.513336182,1050.539806,10 µA,,2.23E-05,2.84E-05,-4.546979052,,-4.54828,-0.51309
-0.512390137,929,-2.22E-05,-0.513275146,1050.692394,10 µA,,2.22E-05,2.82E-05,-4.549065147,,-4.54854,-0.51293
-0.512237549,930,-2.22E-05,-0.51272583,1050.844982,10 µA,,2.22E-05,2.82E-05,-4.549363981,,-4.54884,-0.51278
-0.512084961,931,-2.22E-05,-0.513061523,1050.99757,10 µA,,2.22E-05,2.83E-05,-4.548229506,,-4.54914,-0.51263
-0.511932373,932,-2.21E-05,-0.5128479,1051.150158,10 µA,,2.21E-05,2.81E-05,-4.550921238,,-4.54942,-0.51248
-0.511779785,933,-2.22E-05,-0.512298584,1051.302746,10 µA,,2.22E-05,2.83E-05,-4.548229506,,-4.54973,-0.51233
-0.511627197,934,-2.21E-05,-0.512817383,1051.455334,10 µA,,2.21E-05,2.81E-05,-4.551221351,,-4.55002,-0.51218
-0.511474609,935,-2.22E-05,-0.512084961,1051.607922,10 µA,,2.22E-05,2.82E-05,-4.54966302,,-4.55032,-0.51202
-0.511322021,936,-2.21E-05,-0.512084961,1051.76051,10 µA,,2.21E-05,2.82E-05,-4.5499024,,-4.55063,-0.51187
-0.511169434,937,-2.21E-05,-0.511688232,1051.913098,10 µA,,2.21E-05,2.81E-05,-4.551401519,,-4.55091,-0.51172
-0.511016846,938,-2.22E-05,-0.511749268,1052.065686,10 µA,,2.22E-05,2.82E-05,-4.549483572,,-4.55122,-0.51157
-0.510864258,939,-2.20E-05,-0.511260986,1052.218274,10 µA,,2.20E-05,2.81E-05,-4.551942471,,-4.55151,-0.51142
-0.51071167,940,-2.20E-05,-0.51171875,1052.370862,10 µA,,2.20E-05,2.80E-05,-4.552966112,,-4.5518,-0.51127
-0.510559082,941,-2.21E-05,-0.511169434,1052.52345,10 µA,,2.21E-05,2.81E-05,-4.55086124,,-4.55211,-0.51111
-0.510406494,942,-2.20E-05,-0.510803223,1052.676038,10 µA,,2.20E-05,2.80E-05,-4.553267643,,-4.5524,-0.51096
-0.510253906,943,-2.20E-05,-0.511047363,1052.828626,10 µA,,2.20E-05,2.80E-05,-4.552303481,,-4.55271,-0.51081
-0.510101318,944,-2.20E-05,-0.511077881,1052.981214,10 µA,,2.20E-05,2.80E-05,-4.553267643,,-4.55301,-0.51066
-0.50994873,945,-2.20E-05,-0.510650635,1053.133802,10 µA,,2.20E-05,2.80E-05,-4.552845559,,-4.55331,-0.51051
-0.509796143,946,-2.20E-05,-0.510284424,1053.28639,10 µA,,2.20E-05,2.80E-05,-4.552544321,,-4.55362,-0.51036
-0.509643555,947,-2.19E-05,-0.510528564,1053.438978,10 µA,,2.19E-05,2.79E-05,-4.554838985,,-4.55391,-0.51021
-0.509490967,948,-2.19E-05,-0.510040283,1053.591566,10 µA,,2.19E-05,2.79E-05,-4.553690138,,-4.55422,-0.51005
-0.509338379,949,-2.19E-05,-0.510101318,1053.744154,10 µA,,2.19E-05,2.79E-05,-4.554173493,,-4.55452,-0.5099
-0.509185791,950,-2.19E-05,-0.509887695,1053.896742,10 µA,,2.19E-05,2.79E-05,-4.55459687,,-4.55481,-0.50975
-0.509033203,951,-2.19E-05,-0.50982666,1054.04933,10 µA,,2.19E-05,2.79E-05,-4.554113044,,-4.55512,-0.5096
-0.508880615,952,-2.18E-05,-0.509857178,1054.201918,10 µA,,2.18E-05,2.77E-05,-4.556963273,,-4.55541,-0.50945
-0.508728027,953,-2.18E-05,-0.509521484,1054.354506,10 µA,,2.18E-05,2.78E-05,-4.556476804,,-4.55571,-0.5093
-0.508575439,954,-2.19E-05,-0.509246826,1054.507094,10 µA,,2.19E-05,2.79E-05,-4.554778444,,-4.55603,-0.50914
-0.508422852,955,-2.18E-05,-0.509277344,1054.659682,10 µA,,2.18E-05,2.77E-05,-4.557084975,,-4.55632,-0.50899
-0.508270264,956,-2.19E-05,-0.509002686,1054.81227,10 µA,,2.19E-05,2.78E-05,-4.555626794,,-4.55663,-0.50884
-0.508117676,957,-2.17E-05,-0.508911133,1054.964858,10 µA,,2.17E-05,2.77E-05,-4.557815906,,-4.55692,-0.50869
-0.507965088,958,-2.17E-05,-0.508514404,1055.117446,10 µA,,2.17E-05,2.77E-05,-4.558181833,,-4.55724,-0.50854
-0.5078125,959,-2.18E-05,-0.508544922,1055.270034,10 µA,,2.18E-05,2.78E-05,-4.556659166,,-4.55755,-0.50839
-0.507659912,960,-2.17E-05,-0.508483887,1055.422622,10 µA,,2.17E-05,2.76E-05,-4.558670216,,-4.55786,-0.50823
-0.507507324,961,-2.17E-05,-0.507965088,1055.57521,10 µA,,2.17E-05,2.77E-05,-4.557754948,,-4.55818,-0.50808
-0.507354736,962,-2.18E-05,-0.507843018,1055.727798,10 µA,,2.18E-05,2.77E-05,-4.55738938,,-4.55848,-0.50793
-0.507202148,963,-2.17E-05,-0.508331299,1055.880386,10 µA,,2.17E-05,2.76E-05,-4.558853501,,-4.55878,-0.50778
-0.507049561,964,-2.17E-05,-0.507598877,1056.032974,10 µA,,2.17E-05,2.77E-05,-4.557998831,,-4.5591,-0.50763
-0.506896973,965,-2.17E-05,-0.507446289,1056.185562,10 µA,,2.17E-05,2.76E-05,-4.55952621,,-4.5594,-0.50748
-0.506744385,966,-2.17E-05,-0.507507324,1056.33815,10 µA,,2.17E-05,2.76E-05,-4.558425955,,-4.55972,-0.50733
-0.506591797,967,-2.17E-05,-0.507049561,1056.490738,10 µA,,2.17E-05,2.76E-05,-4.55934264,,-4.56003,-0.50717
-0.506439209,968,-2.16E-05,-0.507324219,1056.643326,10 µA,,2.16E-05,2.75E-05,-4.561120403,,-4.56034,-0.50702
-0.506286621,969,-2.17E-05,-0.507019043,1056.795914,10 µA,,2.17E-05,2.76E-05,-4.559220304,,-4.56066,-0.50687
-0.506134033,970,-2.15E-05,-0.506744385,1056.948502,10 µA,,2.15E-05,2.74E-05,-4.561919699,,-4.56096,-0.50672
-0.505981445,971,-2.16E-05,-0.506317139,1057.10109,10 µA,,2.16E-05,2.75E-05,-4.560322575,,-4.56128,-0.50657
-0.505828857,972,-2.15E-05,-0.506561279,1057.253678,10 µA,,2.15E-05,2.74E-05,-4.562412306,,-4.56159,-0.50642
-0.50567627,973,-2.15E-05,-0.506469727,1057.406266,10 µA,,2.15E-05,2.74E-05,-4.563028851,,-4.5619,-0.50626
-0.505523682,974,-2.16E-05,-0.506195068,1057.558854,10 µA,,2.16E-05,2.75E-05,-4.560445222,,-4.56222,-0.50611
-0.505371094,975,-2.15E-05,-0.506347656,1057.711442,10 µA,,2.15E-05,2.74E-05,-4.562720469,,-4.56252,-0.50596
-0.505218506,976,-2.14E-05,-0.50592041,1057.86403,10 µA,,2.14E-05,2.73E-05,-4.563955313,,-4.56284,-0.50581
-0.505065918,977,-2.15E-05,-0.505706787,1058.016618,10 µA,,2.15E-05,2.74E-05,-4.562412306,,-4.56316,-0.50566
-0.50491333,978,-2.14E-05,-0.505706787,1058.169206,10 µA,,2.14E-05,2.72E-05,-4.56525569,,-4.56347,-0.50551
-0.504760742,979,-2.15E-05,-0.505310059,1058.321794,10 µA,,2.15E-05,2.74E-05,-4.562104361,,-4.5638,-0.50535
-0.504608154,980,-2.14E-05,-0.505645752,1058.474382,10 µA,,2.14E-05,2.72E-05,-4.56525569,,-4.56411,-0.5052
-0.504455566,981,-2.14E-05,-0.505279541,1058.62697,10 µA,,2.14E-05,2.72E-05,-4.565007699,,-4.56443,-0.50505
-0.504302979,982,-2.14E-05,-0.504730225,1058.779558,10 µA,,2.14E-05,2.73E-05,-4.563708064,,-4.56475,-0.5049
-0.504150391,983,-2.12E-05,-0.504882813,1058.932146,10 µA,,2.12E-05,2.70E-05,-4.568055392,,-4.56506,-0.50475
-0.503997803,984,-2.14E-05,-0.504425049,1059.084734,10 µA,,2.14E-05,2.73E-05,-4.564140843,,-4.56539,-0.5046
-0.503845215,985,-2.13E-05,-0.503967285,1059.237322,10 µA,,2.13E-05,2.71E-05,-4.566311235,,-4.56571,-0.50444
-0.503692627,986,-2.13E-05,-0.504425049,1059.38991,10 µA,,2.13E-05,2.72E-05,-4.565814188,,-4.56602,-0.50429
-0.503540039,987,-2.14E-05,-0.504180908,1059.542498,10 µA,,2.14E-05,2.72E-05,-4.565565878,,-4.56635,-0.50414
-0.503387451,988,-2.12E-05,-0.503936768,1059.695086,10 µA,,2.12E-05,2.71E-05,-4.567743421,,-4.56666,-0.50399
-0.503234863,989,-2.13E-05,-0.50390625,1059.847674,10 µA,,2.13E-05,2.72E-05,-4.566062641,,-4.567,-0.50384
-0.503082275,990,-2.13E-05,-0.503540039,1060.000262,10 µA,,2.13E-05,2.71E-05,-4.566933344,,-4.56732,-0.50369
-0.502929688,991,-2.12E-05,-0.503509521,1060.15285,10 µA,,2.12E-05,2.70E-05,-4.568742517,,-4.56763,-0.50354
-0.5027771,992,-2.13E-05,-0.503356934,1060.305438,10 µA,,2.13E-05,2.71E-05,-4.566311235,,-4.56796,-0.50338
-0.502624512,993,-2.12E-05,-0.503448486,1060.458026,10 µA,,2.12E-05,2.70E-05,-4.569242929,,-4.56827,-0.50323
-0.502471924,994,-2.13E-05,-0.503326416,1060.610614,10 µA,,2.13E-05,2.71E-05,-4.567120151,,-4.5686,-0.50308
-0.502319336,995,-2.12E-05,-0.50289917,1060.763202,10 µA,,2.12E-05,2.70E-05,-4.569242929,,-4.56892,-0.50293
-0.502166748,996,-2.12E-05,-0.50289917,1060.91579,10 µA,,2.12E-05,2.69E-05,-4.569681262,,-4.56924,-0.50278
-0.50201416,997,-2.12E-05,-0.502410889,1061.068378,10 µA,,2.12E-05,2.70E-05,-4.568055392,,-4.56958,-0.50263
-0.501861572,998,-2.10E-05,-0.502380371,1061.220966,10 µA,,2.10E-05,2.67E-05,-4.572888258,,-4.5699,-0.50247
-0.501708984,999,-2.12E-05,-0.502288818,1061.373554,10 µA,,2.12E-05,2.70E-05,-4.568867566,,-4.57023,-0.50232
-0.501556396,1000,-2.11E-05,-0.502441406,1061.526142,10 µA,,2.11E-05,2.69E-05,-4.570936087,,-4.57057,-0.50217
-0.501403809,1001,-2.11E-05,-0.502044678,1061.67873,10 µA,,2.11E-05,2.68E-05,-4.571627789,,-4.57089,-0.50202
-0.501251221,1002,-2.11E-05,-0.501647949,1061.831318,10 µA,,2.11E-05,2.69E-05,-4.570747632,,-4.57124,-0.50187
-0.501098633,1003,-2.10E-05,-0.501708984,1061.983906,10 µA,,2.10E-05,2.67E-05,-4.5736463,,-4.57155,-0.50172
-0.500946045,1004,-2.10E-05,-0.501922607,1062.136494,10 µA,,2.10E-05,2.67E-05,-4.572762047,,-4.5719,-0.50156
-0.500793457,1005,-2.11E-05,-0.501159668,1062.289082,10 µA,,2.11E-05,2.68E-05,-4.571816626,,-4.57223,-0.50141
-0.500640869,1006,-2.09E-05,-0.501159668,1062.44167,10 µA,,2.09E-05,2.66E-05,-4.574342336,,-4.57256,-0.50126
-0.500488281,1007,-2.11E-05,-0.501281738,1062.594258,10 µA,,2.11E-05,2.68E-05,-4.571627789,,-4.5729,-0.50111
-0.500335693,1008,-2.10E-05,-0.500488281,1062.746846,10 µA,,2.10E-05,2.67E-05,-4.573899275,,-4.57322,-0.50096
-0.500183105,1009,-2.09E-05,-0.50088501,1062.899434,10 µA,,2.09E-05,2.67E-05,-4.574089103,,-4.57354,-0.50081
-0.500030518,1010,-2.10E-05,-0.500823975,1063.052022,10 µA,,2.10E-05,2.67E-05,-4.57370953,,-4.57389,-0.50065
-0.49987793,1011,-2.09E-05,-0.500549316,1063.20461,10 µA,,2.09E-05,2.66E-05,-4.574722462,,-4.57422,-0.5005
-0.499725342,1012,-2.10E-05,-0.500488281,1063.357198,10 µA,,2.10E-05,2.67E-05,-4.573014507,,-4.57457,-0.50035
-0.499572754,1013,-2.09E-05,-0.500274658,1063.509786,10 µA,,2.09E-05,2.66E-05,-4.575356746,,-4.5749,-0.5002
-0.499420166,1014,-2.08E-05,-0.500061035,1063.662374,10 µA,,2.08E-05,2.65E-05,-4.576119113,,-4.57523,-0.50005
-0.499267578,1015,-2.09E-05,-0.500030518,1063.814962,10 µA,,2.09E-05,2.66E-05,-4.57491265,,-4.57557,-0.4999
-0.49911499,1016,-2.08E-05,-0.5,1063.96755,10 µA,,2.08E-05,2.65E-05,-4.576564445,,-4.5759,-0.49974
-0.498962402,1017,-2.09E-05,-0.499542236,1064.120138,10 µA,,2.09E-05,2.66E-05,-4.574785849,,-4.57625,-0.49959
-0.498809814,1018,-2.08E-05,-0.499298096,1064.272726,10 µA,,2.08E-05,2.65E-05,-4.576182704,,-4.57659,-0.49944
