Potential applied (V),Index,WE(1).Current (A),WE(1).Potential (V),Time (s),Current range,,ABS,ABS /Area,LOG J,,log j,Potential
-0.653991699,1,-0.000440979,-0.654754639,909.0907307,100 mA,,0.000440979,0.000561472,-3.250671969,,-3.71628,-0.65343
-0.653839111,2,-0.00035553,-0.654693604,909.2433187,100 mA,,0.00035553,0.000452675,-3.344213891,,-3.72322,-0.65328
-0.653686523,3,-0.000305481,-0.654449463,909.3959067,100 mA,,0.000305481,0.00038895,-3.410105739,,-3.73012,-0.65313
-0.653533936,4,-0.000273132,-0.654266357,909.5484947,100 mA,,0.000273132,0.000347763,-3.458716781,,-3.73699,-0.65298
-0.653381348,5,-0.000210846,-0.65411377,909.7010827,10 mA,,0.000210846,0.000268457,-3.571124624,,-3.74382,-0.65283
-0.65322876,6,-0.000193237,-0.65411377,909.8536707,10 mA,,0.000193237,0.000246037,-3.60899891,,-3.75061,-0.65268
-0.653076172,7,-0.000179352,-0.653961182,910.0062587,10 mA,,0.000179352,0.000228358,-3.641384126,,-3.75736,-0.65253
-0.652923584,8,-0.000167908,-0.653686523,910.1588467,10 mA,,0.000167908,0.000213787,-3.67001923,,-3.76408,-0.65237
-0.652770996,9,-0.000158478,-0.653625488,910.3114347,10 mA,,0.000158478,0.00020178,-3.695121494,,-3.77075,-0.65222
-0.652618408,10,-0.000146667,-0.653442383,910.4640227,1 mA,,0.000146667,0.000186743,-3.72875605,,-3.77739,-0.65207
-0.65246582,11,-0.000139832,-0.653137207,910.6166107,1 mA,,0.000139832,0.000178039,-3.749484731,,-3.784,-0.65192
-0.652313232,12,-0.00013382,-0.652923584,910.7691987,1 mA,,0.00013382,0.000170384,-3.768570219,,-3.79056,-0.65177
-0.652160645,13,-0.000128448,-0.653106689,910.9217867,1 mA,,0.000128448,0.000163546,-3.786360891,,-3.79709,-0.65162
-0.652008057,14,-0.000123779,-0.652587891,911.0743747,1 mA,,0.000123779,0.000157601,-3.80244187,,-3.80358,-0.65147
-0.651855469,15,-0.00011908,-0.652862549,911.2269627,100 µA,,0.00011908,0.000151617,-3.819252551,,-3.81003,-0.65132
-0.651702881,16,-0.000115326,-0.65246582,911.3795507,100 µA,,0.000115326,0.000146838,-3.833162924,,-3.81644,-0.65116
-0.651550293,17,-0.000111908,-0.652374268,911.5321387,100 µA,,0.000111908,0.000142486,-3.846228906,,-3.82282,-0.65101
-0.651397705,18,-0.000108582,-0.652313232,911.6847267,100 µA,,0.000108582,0.00013825,-3.859333873,,-3.82916,-0.65086
-0.651245117,19,-0.000105774,-0.652099609,911.8373147,100 µA,,0.000105774,0.000134676,-3.870711258,,-3.83546,-0.65071
-0.651092529,20,-0.000102966,-0.652008057,911.9899027,100 µA,,0.000102966,0.000131101,-3.882394738,,-3.84173,-0.65056
-0.650939941,21,-0.000100433,-0.651702881,912.1424907,100 µA,,0.000100433,0.000127876,-3.893211934,,-3.84795,-0.65041
-0.650787354,22,-9.82E-05,-0.651672363,912.2950787,100 µA,,9.82E-05,0.000125039,-3.902953777,,-3.85414,-0.65026
-0.650634766,23,-9.59E-05,-0.65133667,912.4476667,100 µA,,9.59E-05,0.000122164,-3.913057279,,-3.86029,-0.65011
-0.650482178,24,-9.40E-05,-0.65133667,912.6002547,100 µA,,9.40E-05,0.000119638,-3.922130127,,-3.86641,-0.64995
-0.65032959,25,-9.21E-05,-0.651062012,912.7528427,100 µA,,9.21E-05,0.000117229,-3.930964506,,-3.87248,-0.6498
-0.650177002,26,-9.02E-05,-0.651184082,912.9054307,100 µA,,9.02E-05,0.000114898,-3.939688492,,-3.87852,-0.64965
-0.650024414,27,-8.86E-05,-0.650848389,913.0580187,100 µA,,8.86E-05,0.000112838,-3.947543204,,-3.88452,-0.6495
-0.649871826,28,-8.69E-05,-0.650604248,913.2106067,100 µA,,8.69E-05,0.000110701,-3.955847367,,-3.89049,-0.64935
-0.649719238,29,-8.55E-05,-0.65045166,913.3631947,100 µA,,8.55E-05,0.000108875,-3.963071685,,-3.89641,-0.6492
-0.64956665,30,-8.41E-05,-0.65045166,913.5157827,100 µA,,8.41E-05,0.000107127,-3.97010305,,-3.9023,-0.64905
-0.649414063,31,-8.27E-05,-0.650177002,913.6683707,100 µA,,8.27E-05,0.000105261,-3.977730811,,-3.90815,-0.6489
-0.649261475,32,-8.14E-05,-0.650085449,913.8209587,100 µA,,8.14E-05,0.000103668,-3.984353991,,-3.91396,-0.64874
-0.649108887,33,-8.02E-05,-0.649810791,913.9735467,100 µA,,8.02E-05,0.000102153,-3.99074923,,-3.91974,-0.64859
-0.648956299,34,-7.91E-05,-0.649780273,914.1261347,100 µA,,7.91E-05,0.000100715,-3.996904819,,-3.92548,-0.64844
-0.648803711,35,-7.79E-05,-0.649475098,914.2787227,100 µA,,7.79E-05,9.92E-05,-4.003489002,,-3.93118,-0.64829
-0.648651123,36,-7.68E-05,-0.64944458,914.4313107,100 µA,,7.68E-05,9.78E-05,-4.009656601,,-3.93684,-0.64814
-0.648498535,37,-7.59E-05,-0.649169922,914.5838987,100 µA,,7.59E-05,9.66E-05,-4.015038692,,-3.94247,-0.64799
-0.648345947,38,-7.49E-05,-0.649291992,914.7364867,100 µA,,7.49E-05,9.54E-05,-4.020665258,,-3.94805,-0.64784
-0.648193359,39,-7.39E-05,-0.649017334,914.8890747,100 µA,,7.39E-05,9.41E-05,-4.026545027,,-3.9536,-0.64769
-0.648040771,40,-7.30E-05,-0.648925781,915.0416627,100 µA,,7.30E-05,9.30E-05,-4.031597118,,-3.95912,-0.64753
-0.647888184,41,-7.20E-05,-0.648956299,915.1942507,100 µA,,7.20E-05,9.17E-05,-4.037627813,,-3.96459,-0.64738
-0.647735596,42,-7.13E-05,-0.648529053,915.3468387,100 µA,,7.13E-05,9.08E-05,-4.042066978,,-3.97003,-0.64723
-0.647583008,43,-7.04E-05,-0.648406982,915.4994267,100 µA,,7.04E-05,8.96E-05,-4.047492222,,-3.97543,-0.64708
-0.64743042,44,-6.96E-05,-0.648254395,915.6520147,100 µA,,6.96E-05,8.86E-05,-4.052414531,,-3.98079,-0.64693
-0.647277832,45,-6.89E-05,-0.648101807,915.8046027,100 µA,,6.89E-05,8.77E-05,-4.056815879,,-3.98612,-0.64678
-0.647125244,46,-6.81E-05,-0.647949219,915.9571907,100 µA,,6.81E-05,8.67E-05,-4.062040246,,-3.9914,-0.64663
-0.646972656,47,-6.74E-05,-0.647796631,916.1097787,100 µA,,6.74E-05,8.58E-05,-4.0663441,,-3.99665,-0.64648
-0.646820068,48,-6.68E-05,-0.647766113,916.2623667,100 µA,,6.68E-05,8.50E-05,-4.070492499,,-4.00186,-0.64633
-0.64666748,49,-6.60E-05,-0.647521973,916.4149547,100 µA,,6.60E-05,8.40E-05,-4.075483297,,-4.00704,-0.64617
-0.646514893,50,-6.56E-05,-0.647277832,916.5675427,100 µA,,6.56E-05,8.35E-05,-4.078505539,,-4.01218,-0.64602
-0.646362305,51,-6.48E-05,-0.647277832,916.7201307,100 µA,,6.48E-05,8.25E-05,-4.083385304,,-4.01728,-0.64587
-0.646209717,52,-6.42E-05,-0.647033691,916.8727187,100 µA,,6.42E-05,8.18E-05,-4.087287716,,-4.02234,-0.64572
-0.646057129,53,-6.37E-05,-0.646942139,917.0253067,100 µA,,6.37E-05,8.11E-05,-4.091225512,,-4.02736,-0.64557
-0.645904541,54,-6.30E-05,-0.646636963,917.1778947,100 µA,,6.30E-05,8.03E-05,-4.095409499,,-4.03235,-0.64542
-0.645751953,55,-6.26E-05,-0.64654541,917.3304827,100 µA,,6.26E-05,7.97E-05,-4.09836246,,-4.0373,-0.64527
-0.645599365,56,-6.20E-05,-0.646606445,917.4830707,100 µA,,6.20E-05,7.90E-05,-4.102402438,,-4.04221,-0.64512
-0.645446777,57,-6.15E-05,-0.646209717,917.6356587,100 µA,,6.15E-05,7.83E-05,-4.10648035,,-4.04708,-0.64496
-0.645294189,58,-6.10E-05,-0.646087646,917.7882467,100 µA,,6.10E-05,7.77E-05,-4.109509821,,-4.05192,-0.64481
-0.645141602,59,-6.04E-05,-0.645874023,917.9408347,100 µA,,6.04E-05,7.69E-05,-4.114313529,,-4.05672,-0.64466
-0.644989014,60,-6.00E-05,-0.645812988,918.0934227,100 µA,,6.00E-05,7.64E-05,-4.116735456,,-4.06148,-0.64451
-0.644836426,61,-5.95E-05,-0.645599365,918.2460107,100 µA,,5.95E-05,7.58E-05,-4.120505205,,-4.0662,-0.64436
-0.644683838,62,-5.91E-05,-0.645477295,918.3985987,100 µA,,5.91E-05,7.52E-05,-4.123858847,,-4.07089,-0.64421
-0.64453125,63,-5.87E-05,-0.645324707,918.5511867,100 µA,,5.87E-05,7.47E-05,-4.126786433,,-4.07554,-0.64406
-0.644378662,64,-5.81E-05,-0.645233154,918.7037747,100 µA,,5.81E-05,7.40E-05,-4.130872872,,-4.08015,-0.64391
-0.644226074,65,-5.77E-05,-0.645019531,918.8563627,100 µA,,5.77E-05,7.35E-05,-4.133848287,,-4.08472,-0.64375
-0.644073486,66,-5.73E-05,-0.645019531,919.0089507,100 µA,,5.73E-05,7.30E-05,-4.136613036,,-4.08926,-0.6436
-0.643920898,67,-5.69E-05,-0.644744873,919.1615387,100 µA,,5.69E-05,7.24E-05,-4.140326961,,-4.09375,-0.64345
-0.643768311,68,-5.66E-05,-0.644470215,919.3141267,100 µA,,5.66E-05,7.20E-05,-4.142430087,,-4.09821,-0.6433
-0.643615723,69,-5.61E-05,-0.644378662,919.4667147,100 µA,,5.61E-05,7.15E-05,-4.145958087,,-4.10264,-0.64315
-0.643463135,70,-5.57E-05,-0.644256592,919.6193027,100 µA,,5.57E-05,7.10E-05,-4.149039043,,-4.10702,-0.643
-0.643310547,71,-5.54E-05,-0.644195557,919.7718907,100 µA,,5.54E-05,7.05E-05,-4.151663187,,-4.11137,-0.64285
-0.643157959,72,-5.50E-05,-0.643981934,919.9244787,100 µA,,5.50E-05,7.00E-05,-4.155026104,,-4.11568,-0.6427
-0.643005371,73,-5.47E-05,-0.643829346,920.0770667,100 µA,,5.47E-05,6.97E-05,-4.156959527,,-4.11995,-0.64254
-0.642852783,74,-5.43E-05,-0.643585205,920.2296547,100 µA,,5.43E-05,6.91E-05,-4.160363868,,-4.12419,-0.64239
-0.642700195,75,-5.40E-05,-0.6434021,920.3822427,100 µA,,5.40E-05,6.88E-05,-4.16256655,,-4.12839,-0.64224
-0.642547607,76,-5.37E-05,-0.643493652,920.5348307,100 µA,,5.37E-05,6.83E-05,-4.165273977,,-4.13255,-0.64209
-0.64239502,77,-5.33E-05,-0.643218994,920.6874187,100 µA,,5.33E-05,6.78E-05,-4.168495577,,-4.13667,-0.64194
-0.642242432,78,-5.30E-05,-0.642974854,920.8400067,100 µA,,5.30E-05,6.75E-05,-4.170990095,,-4.14075,-0.64179
-0.642089844,79,-5.27E-05,-0.643066406,920.9925947,100 µA,,5.27E-05,6.71E-05,-4.173499025,,-4.1448,-0.64164
-0.641937256,80,-5.23E-05,-0.642669678,921.1451827,100 µA,,5.23E-05,6.66E-05,-4.176275692,,-4.14881,-0.64149
-0.641784668,81,-5.21E-05,-0.642425537,921.2977707,100 µA,,5.21E-05,6.64E-05,-4.17805195,,-4.15278,-0.64133
-0.64163208,82,-5.18E-05,-0.642486572,921.4503587,100 µA,,5.18E-05,6.59E-05,-4.180857974,,-4.15672,-0.64118
-0.641479492,83,-5.16E-05,-0.642242432,921.6029467,100 µA,,5.16E-05,6.57E-05,-4.182653112,,-4.16061,-0.64103
-0.641326904,84,-5.13E-05,-0.642181396,921.7555347,100 µA,,5.13E-05,6.54E-05,-4.184713825,,-4.16447,-0.64088
-0.641174316,85,-5.09E-05,-0.642028809,921.9081227,100 µA,,5.09E-05,6.48E-05,-4.18834377,,-4.16829,-0.64073
-0.641021729,86,-5.08E-05,-0.641937256,922.0607107,100 µA,,5.08E-05,6.47E-05,-4.189125578,,-4.17208,-0.64058
-0.640869141,87,-5.05E-05,-0.641815186,922.2132987,100 µA,,5.05E-05,6.43E-05,-4.192004311,,-4.17582,-0.64043
-0.640716553,88,-5.02E-05,-0.641662598,922.3658867,100 µA,,5.02E-05,6.40E-05,-4.194109985,,-4.17953,-0.64028
-0.640563965,89,-5.00E-05,-0.641387939,922.5184747,100 µA,,5.00E-05,6.36E-05,-4.196225919,,-4.18321,-0.64012
-0.640411377,90,-4.96E-05,-0.641143799,922.6710627,100 µA,,4.96E-05,6.31E-05,-4.199686451,,-4.18684,-0.63997
-0.640258789,91,-4.94E-05,-0.641113281,922.8236507,100 µA,,4.94E-05,6.29E-05,-4.201292968,,-4.19044,-0.63982
-0.640106201,92,-4.92E-05,-0.641021729,922.9762387,100 µA,,4.92E-05,6.26E-05,-4.203174779,,-4.19399,-0.63967
-0.639953613,93,-4.89E-05,-0.640777588,923.1288267,100 µA,,4.89E-05,6.23E-05,-4.205606294,,-4.19752,-0.63952
-0.639801025,94,-4.85E-05,-0.640655518,923.2814147,10 µA,,4.85E-05,6.18E-05,-4.209088067,,-4.201,-0.63937
-0.639648438,95,-4.82E-05,-0.640655518,923.4340027,10 µA,,4.82E-05,6.14E-05,-4.211910217,,-4.20444,-0.63922
-0.63949585,96,-4.80E-05,-0.640533447,923.5865907,10 µA,,4.80E-05,6.11E-05,-4.214170163,,-4.20785,-0.63907
-0.639343262,97,-4.78E-05,-0.640563965,923.7391787,10 µA,,4.78E-05,6.09E-05,-4.215498536,,-4.21122,-0.63891
-0.639190674,98,-4.75E-05,-0.640411377,923.8917667,10 µA,,4.75E-05,6.05E-05,-4.218167533,,-4.21456,-0.63876
-0.639038086,99,-4.74E-05,-0.640014648,924.0443547,10 µA,,4.74E-05,6.03E-05,-4.219340397,,-4.21785,-0.63861
-0.638885498,100,-4.70E-05,-0.63973999,924.1969427,10 µA,,4.70E-05,5.99E-05,-4.222849923,,-4.22111,-0.63846
-0.63873291,101,-4.69E-05,-0.63961792,924.3495307,10 µA,,4.69E-05,5.97E-05,-4.224205153,,-4.22433,-0.63831
-0.638580322,102,-4.67E-05,-0.639678955,924.5021187,10 µA,,4.67E-05,5.95E-05,-4.225678107,,-4.22751,-0.63816
-0.638427734,103,-4.64E-05,-0.639434814,924.6547067,10 µA,,4.64E-05,5.91E-05,-4.228296404,,-4.23066,-0.63801
-0.638275146,104,-4.63E-05,-0.639373779,924.8072947,10 µA,,4.63E-05,5.90E-05,-4.229382498,,-4.23377,-0.63786
-0.638122559,105,-4.61E-05,-0.639282227,924.9598827,10 µA,,4.61E-05,5.87E-05,-4.231045475,,-4.23684,-0.6377
-0.637969971,106,-4.59E-05,-0.639160156,925.1124707,10 µA,,4.59E-05,5.84E-05,-4.23346527,,-4.23987,-0.63755
-0.637817383,107,-4.58E-05,-0.638458252,925.2650587,10 µA,,4.58E-05,5.83E-05,-4.234593346,,-4.24287,-0.6374
-0.637664795,108,-4.55E-05,-0.638641357,925.4176467,10 µA,,4.55E-05,5.79E-05,-4.237353548,,-4.24582,-0.63725
-0.637512207,109,-4.54E-05,-0.638458252,925.5702347,10 µA,,4.54E-05,5.78E-05,-4.238141238,,-4.24874,-0.6371
-0.637359619,110,-4.52E-05,-0.638336182,925.7228227,10 µA,,4.52E-05,5.75E-05,-4.239984758,,-4.25163,-0.63695
-0.637207031,111,-4.49E-05,-0.638214111,925.8754107,10 µA,,4.49E-05,5.72E-05,-4.242514008,,-4.25447,-0.6368
-0.637054443,112,-4.48E-05,-0.637817383,926.0279987,10 µA,,4.48E-05,5.71E-05,-4.243606721,,-4.25728,-0.63665
-0.636901855,113,-4.46E-05,-0.638275146,926.1805867,10 µA,,4.46E-05,5.68E-05,-4.245830153,,-4.26005,-0.63649
-0.636749268,114,-4.44E-05,-0.637695313,926.3331747,10 µA,,4.44E-05,5.66E-05,-4.24740827,,-4.26278,-0.63634
-0.63659668,115,-4.43E-05,-0.637969971,926.4857627,10 µA,,4.43E-05,5.64E-05,-4.248603111,,-4.26547,-0.63619
-0.636444092,116,-4.41E-05,-0.637634277,926.6383507,10 µA,,4.41E-05,5.61E-05,-4.250882405,,-4.26813,-0.63604
-0.636291504,117,-4.40E-05,-0.637420654,926.7909387,10 µA,,4.40E-05,5.60E-05,-4.251634795,,-4.27075,-0.63589
-0.636138916,118,-4.37E-05,-0.636627197,926.9435267,10 µA,,4.37E-05,5.57E-05,-4.254323934,,-4.27333,-0.63574
-0.635986328,119,-4.36E-05,-0.637145996,927.0961147,10 µA,,4.36E-05,5.55E-05,-4.25572038,,-4.27588,-0.63559
-0.63583374,120,-4.35E-05,-0.636749268,927.2487027,10 µA,,4.35E-05,5.54E-05,-4.256633531,,-4.27838,-0.63543
-0.635681152,121,-4.32E-05,-0.636566162,927.4012907,10 µA,,4.32E-05,5.50E-05,-4.259415226,,-4.28085,-0.63528
-0.635528564,122,-4.32E-05,-0.636505127,927.5538787,10 µA,,4.32E-05,5.50E-05,-4.259998275,,-4.27989,-0.63513
-0.635375977,123,-4.30E-05,-0.636291504,927.7064667,10 µA,,4.30E-05,5.48E-05,-4.261166726,,-4.27932,-0.63498
-0.635223389,124,-4.28E-05,-0.636077881,927.8590547,10 µA,,4.28E-05,5.45E-05,-4.263513101,,-4.27899,-0.63483
-0.635070801,125,-4.28E-05,-0.635803223,928.0116427,10 µA,,4.28E-05,5.45E-05,-4.263884743,,-4.2788,-0.63468
-0.634918213,126,-4.25E-05,-0.635803223,928.1642307,10 µA,,4.25E-05,5.41E-05,-4.266775802,,-4.27918,-0.63453
-0.634765625,127,-4.25E-05,-0.635864258,928.3168187,10 µA,,4.25E-05,5.41E-05,-4.266931781,,-4.27966,-0.63438
-0.634613037,128,-4.23E-05,-0.635528564,928.4694067,10 µA,,4.23E-05,5.39E-05,-4.268494668,,-4.28024,-0.63422
-0.634460449,129,-4.21E-05,-0.635742188,928.6219947,10 µA,,4.21E-05,5.36E-05,-4.270912568,,-4.28089,-0.63407
-0.634307861,130,-4.20E-05,-0.635437012,928.7745827,10 µA,,4.20E-05,5.35E-05,-4.271574338,,-4.2816,-0.63392
-0.634155273,131,-4.18E-05,-0.635192871,928.9271707,10 µA,,4.18E-05,5.33E-05,-4.273629089,,-4.28242,-0.63377
-0.634002686,132,-4.17E-05,-0.634857178,929.0797587,10 µA,,4.17E-05,5.32E-05,-4.274453719,,-4.28328,-0.63362
-0.633850098,133,-4.16E-05,-0.634643555,929.2323467,10 µA,,4.16E-05,5.30E-05,-4.276075825,,-4.28418,-0.63347
-0.63369751,134,-4.14E-05,-0.634857178,929.3849347,10 µA,,4.14E-05,5.27E-05,-4.278184055,,-4.28511,-0.63332
-0.633544922,135,-4.14E-05,-0.634490967,929.5375227,10 µA,,4.14E-05,5.27E-05,-4.278055991,,-4.28606,-0.63317
-0.633392334,136,-4.12E-05,-0.634552002,929.6901107,10 µA,,4.12E-05,5.25E-05,-4.280238219,,-4.28704,-0.63301
-0.633239746,137,-4.11E-05,-0.634307861,929.8426987,10 µA,,4.11E-05,5.23E-05,-4.281591564,,-4.28802,-0.63286
-0.633087158,138,-4.09E-05,-0.63394165,929.9952867,10 µA,,4.09E-05,5.21E-05,-4.282949139,,-4.28902,-0.63271
-0.63293457,139,-4.08E-05,-0.633758545,930.1478747,10 µA,,4.08E-05,5.19E-05,-4.284700852,,-4.29004,-0.63256
-0.632781982,140,-4.07E-05,-0.633544922,930.3004627,10 µA,,4.07E-05,5.19E-05,-4.284993493,,-4.29106,-0.63241
-0.632629395,141,-4.06E-05,-0.633178711,930.4530507,10 µA,,4.06E-05,5.17E-05,-4.286753488,,-4.2921,-0.63226
-0.632476807,142,-4.04E-05,-0.633666992,930.6056387,10 µA,,4.04E-05,5.15E-05,-4.288487854,,-4.29314,-0.63211
-0.632324219,143,-4.04E-05,-0.633453369,930.7582267,10 µA,,4.04E-05,5.14E-05,-4.289078463,,-4.29418,-0.63196
-0.632171631,144,-4.02E-05,-0.633239746,930.9108146,10 µA,,4.02E-05,5.11E-05,-4.291316929,,-4.29523,-0.6318
-0.632019043,145,-4.02E-05,-0.633056641,931.0634026,10 µA,,4.02E-05,5.12E-05,-4.291118953,,-4.29627,-0.63165
-0.631866455,146,-4.00E-05,-0.632873535,931.2159906,10 µA,,4.00E-05,5.09E-05,-4.293003384,,-4.29732,-0.6315
-0.631713867,147,-3.99E-05,-0.632904053,931.3685786,10 µA,,3.99E-05,5.08E-05,-4.294463645,,-4.29837,-0.63135
-0.631561279,148,-3.98E-05,-0.632507324,931.5211666,10 µA,,3.98E-05,5.07E-05,-4.29519562,,-4.29942,-0.6312
-0.631408691,149,-3.96E-05,-0.632354736,931.6737546,10 µA,,3.96E-05,5.04E-05,-4.297700305,,-4.30047,-0.63105
-0.631256104,150,-3.95E-05,-0.632049561,931.8263426,10 µA,,3.95E-05,5.04E-05,-4.297968326,,-4.30151,-0.6309
-0.631103516,151,-3.95E-05,-0.632568359,931.9789306,10 µA,,3.95E-05,5.03E-05,-4.298706238,,-4.30255,-0.63075
-0.630950928,152,-3.93E-05,-0.631958008,932.1315186,10 µA,,3.93E-05,5.01E-05,-4.300556522,,-4.30359,-0.63059
-0.63079834,153,-3.93E-05,-0.631713867,932.2841066,10 µA,,3.93E-05,5.00E-05,-4.300725121,,-4.30463,-0.63044
-0.630645752,154,-3.91E-05,-0.631835938,932.4366946,10 µA,,3.91E-05,4.97E-05,-4.303329847,,-4.30566,-0.63029
-0.630493164,155,-3.90E-05,-0.631286621,932.5892826,10 µA,,3.90E-05,4.97E-05,-4.303941003,,-4.30668,-0.63014
-0.630340576,156,-3.90E-05,-0.631286621,932.7418706,10 µA,,3.90E-05,4.96E-05,-4.304518997,,-4.3077,-0.62999
-0.630187988,157,-3.87E-05,-0.631469727,932.8944586,10 µA,,3.87E-05,4.93E-05,-4.307009753,,-4.30873,-0.62984
-0.6300354,158,-3.88E-05,-0.631347656,933.0470466,10 µA,,3.88E-05,4.94E-05,-4.305882025,,-4.30973,-0.62969
-0.629882813,159,-3.86E-05,-0.63092041,933.1996346,10 µA,,3.86E-05,4.91E-05,-4.308827102,,-4.31074,-0.62954
-0.629730225,160,-3.85E-05,-0.630493164,933.3522226,10 µA,,3.85E-05,4.91E-05,-4.309136466,,-4.31174,-0.62938
-0.629577637,161,-3.84E-05,-0.630371094,933.5048106,10 µA,,3.84E-05,4.89E-05,-4.310341644,,-4.31273,-0.62923
-0.629425049,162,-3.83E-05,-0.630340576,933.6573986,10 µA,,3.83E-05,4.88E-05,-4.311723099,,-4.31373,-0.62908
-0.629272461,163,-3.83E-05,-0.629974365,933.8099866,10 µA,,3.83E-05,4.88E-05,-4.311688509,,-4.31471,-0.62893
-0.629119873,164,-3.82E-05,-0.629821777,933.9625746,10 µA,,3.82E-05,4.86E-05,-4.313039564,,-4.31569,-0.62878
-0.628967285,165,-3.80E-05,-0.629882813,934.1151626,10 µA,,3.80E-05,4.84E-05,-4.315021774,,-4.31667,-0.62863
-0.628814697,166,-3.80E-05,-0.62979126,934.2677506,10 µA,,3.80E-05,4.84E-05,-4.314847533,,-4.31763,-0.62848
-0.628662109,167,-3.78E-05,-0.629333496,934.4203386,10 µA,,3.78E-05,4.81E-05,-4.317678873,,-4.31861,-0.62832
-0.628509521,168,-3.78E-05,-0.629669189,934.5729266,10 µA,,3.78E-05,4.82E-05,-4.317188184,,-4.31956,-0.62817
-0.628356934,169,-3.77E-05,-0.629119873,934.7255146,10 µA,,3.77E-05,4.80E-05,-4.318697067,,-4.32052,-0.62802
-0.628204346,170,-3.76E-05,-0.629119873,934.8781026,10 µA,,3.76E-05,4.79E-05,-4.319752888,,-4.32147,-0.62787
-0.628051758,171,-3.76E-05,-0.629302979,935.0306906,10 µA,,3.76E-05,4.79E-05,-4.320034875,,-4.32241,-0.62772
-0.62789917,172,-3.73E-05,-0.62878418,935.1832786,10 µA,,3.73E-05,4.75E-05,-4.32297134,,-4.32334,-0.62757
-0.627746582,173,-3.73E-05,-0.628509521,935.3358666,10 µA,,3.73E-05,4.75E-05,-4.323148871,,-4.32427,-0.62742
-0.627593994,174,-3.73E-05,-0.628509521,935.4884546,10 µA,,3.73E-05,4.75E-05,-4.323326475,,-4.32519,-0.62727
-0.627441406,175,-3.71E-05,-0.628509521,935.6410426,10 µA,,3.71E-05,4.73E-05,-4.325427703,,-4.32611,-0.62711
-0.627288818,176,-3.72E-05,-0.628265381,935.7936306,10 µA,,3.72E-05,4.74E-05,-4.324536111,,-4.327,-0.62696
-0.62713623,177,-3.70E-05,-0.627563477,935.9462186,10 µA,,3.70E-05,4.71E-05,-4.32671482,,-4.3279,-0.62681
-0.626983643,178,-3.70E-05,-0.628143311,936.0988066,10 µA,,3.70E-05,4.71E-05,-4.327180552,,-4.3288,-0.62666
-0.626831055,179,-3.69E-05,-0.6277771,936.2513946,10 µA,,3.69E-05,4.70E-05,-4.327826236,,-4.32968,-0.62651
-0.626678467,180,-3.67E-05,-0.627655029,936.4039826,10 µA,,3.67E-05,4.68E-05,-4.330057637,,-4.33057,-0.62636
-0.626525879,181,-3.68E-05,-0.627258301,936.5565706,10 µA,,3.68E-05,4.68E-05,-4.329588812,,-4.33144,-0.62621
-0.626373291,182,-3.67E-05,-0.627319336,936.7091586,10 µA,,3.67E-05,4.67E-05,-4.330599219,,-4.33231,-0.62606
-0.626220703,183,-3.65E-05,-0.627227783,936.8617466,10 µA,,3.65E-05,4.65E-05,-4.332336834,,-4.33317,-0.6259
-0.626068115,184,-3.66E-05,-0.627044678,937.0143346,10 µA,,3.66E-05,4.66E-05,-4.331611983,,-4.33403,-0.62575
-0.625915527,185,-3.63E-05,-0.62713623,937.1669226,10 µA,,3.63E-05,4.63E-05,-4.334628055,,-4.33488,-0.6256
-0.625762939,186,-3.64E-05,-0.626739502,937.3195106,10 µA,,3.64E-05,4.63E-05,-4.334336435,,-4.33573,-0.62545
-0.625610352,187,-3.63E-05,-0.626190186,937.4720986,10 µA,,3.63E-05,4.62E-05,-4.33517537,,-4.33656,-0.6253
-0.625457764,188,-3.62E-05,-0.626373291,937.6246866,10 µA,,3.62E-05,4.61E-05,-4.336345286,,-4.3374,-0.62515
-0.625305176,189,-3.62E-05,-0.626312256,937.7772746,10 µA,,3.62E-05,4.61E-05,-4.336601626,,-4.33822,-0.625
-0.625152588,190,-3.60E-05,-0.626037598,937.9298626,10 µA,,3.60E-05,4.58E-05,-4.339247082,,-4.33904,-0.62485
-0.625,191,-3.60E-05,-0.626037598,938.0824506,10 µA,,3.60E-05,4.58E-05,-4.338768237,,-4.33985,-0.62469
-0.624847412,192,-3.60E-05,-0.625457764,938.2350386,10 µA,,3.60E-05,4.58E-05,-4.338694615,,-4.34065,-0.62454
-0.624694824,193,-3.58E-05,-0.625610352,938.3876266,10 µA,,3.58E-05,4.56E-05,-4.340723774,,-4.34146,-0.62439
-0.624542236,194,-3.59E-05,-0.625457764,938.5402146,10 µA,,3.59E-05,4.57E-05,-4.339910972,,-4.34225,-0.62424
-0.624389648,195,-3.57E-05,-0.625335693,938.6928026,10 µA,,3.57E-05,4.54E-05,-4.34253959,,-4.34305,-0.62409
-0.624237061,196,-3.57E-05,-0.625244141,938.8453906,10 µA,,3.57E-05,4.54E-05,-4.342576727,,-4.34383,-0.62394
-0.624084473,197,-3.56E-05,-0.625061035,938.9979786,10 µA,,3.56E-05,4.53E-05,-4.343729541,,-4.3446,-0.62379
-0.623931885,198,-3.55E-05,-0.624969482,939.1505666,10 µA,,3.55E-05,4.53E-05,-4.344288454,,-4.34538,-0.62363
-0.623779297,199,-3.56E-05,-0.624938965,939.3031546,10 µA,,3.56E-05,4.53E-05,-4.344064803,,-4.34613,-0.62348
-0.623626709,200,-3.55E-05,-0.624938965,939.4557426,10 µA,,3.55E-05,4.51E-05,-4.345445827,,-4.3469,-0.62333
